hsa10161	hsa10800	hsa11255	hsa1128	hsa1129	hsa1131	hsa1132	hsa1133	hsa1241	hsa134	hsa135	hsa136	hsa140	hsa146	hsa147	hsa148	hsa150	hsa151	hsa152	hsa153	hsa154	hsa155	hsa1812	hsa1813	hsa1814	hsa1815	hsa1816	hsa185	hsa1909	hsa1910	hsa222545	hsa23620	hsa2550	hsa2846	hsa2911	hsa2912	hsa2913	hsa2914	hsa2915	hsa2916	hsa2917	hsa2918	hsa3269	hsa3274	hsa3350	hsa3351	hsa3352	hsa3354	hsa3355	hsa3356	hsa3357	hsa3358	hsa3360	hsa3361	hsa3362	hsa3363	hsa338442	hsa3577	hsa4985	hsa4986	hsa4988	hsa5028	hsa5029	hsa5030	hsa5031	hsa5032	hsa56413	hsa57105	hsa5731	hsa5732	hsa5733	hsa5737	hsa5739	hsa59340	hsa64805	hsa6752	hsa6753	hsa6755	hsa6915	hsa7201	hsa8843	hsa9052	hsa9283	hsa9934
hsa135	0.079290157445441	0.0790901619027762	0.0742041694758208	0.0920792991497289	0.0934164958327326	0.0949893580521045	0.100262495703645	0.094770202248767	0.0969287953996116	0.448234222052559	1	0.558890809815631	0.367400819720786	0.153519346285284	0.160370337269128	0.158188154856197	0.106391009142834	0.105752630940507	0.0953625374727026	0.155133334303278	0.175877711957055	0.197117387606977	0.163225487473738	0.121616584964114	0.127267861147833	0.112480854974645	0.149705325111206	0.0925828328499333	0.0975138272870071	0.0922462266010247	0.0167596730510079	0.0728149898436451	0.0155851233379804	0.0753205074967603	0.0142143759535234	0.0179602473838979	0.0136377123598647	0.0138577974836682	0.015509673396647	0.0153134380893203	0.0191459849063251	0.0155514062787946	0.111548909399681	0.20280474813163	0.161936079011156	0.139164197204327	0.138338406834581	0.107433967496697	0.130612993428358	0.137427029908713	0.118457769844516	0.133185268075806	0.19691799352121	0.134628891946613	0.135008928357284	0.167909500903211	0.0768634641835136	0.09595329897734	0.140838817857802	0.131490204852619	0.123945663363012	0.0771325697624786	0.0709978093856495	0.0864553669466259	0.0594025727391136	0.0602705547268514	0.0488477439849217	0.086355560880827	0.0512924335719728	0.0731671021729582	0.0681137936622406	0.0449447832397794	0.062686949336874	0.11495846762535	0.068880526391953	0.132737264686027	0.145771290496771	0.130474631819588	0.0680115801976465	0.122724952720498	0.0703779902499161	0.0278429722943409	0.0705418057080528	0.0617151596115503
hsa136	0.0864262335656324	0.10282400100064	0.0886506276904842	0.089224594674413	0.0914726527130923	0.0884470901358032	0.102662402280919	0.0966857762073077	0.123416327983308	0.449314926910398	0.558890809815631	1	0.390995864359193	0.144956593488601	0.159621168964639	0.160454737084475	0.121545853605068	0.118737742635888	0.107032419616356	0.16790062985954	0.209153600601379	0.196742354175901	0.186899845376338	0.134477040394161	0.119573192992124	0.11860166726187	0.165443088611875	0.106698544739928	0.0914176320609103	0.0925298259468564	0.0233097055155883	0.107321950802693	0.0166967724912997	0.0876956000598023	0.0142076720947251	0.0160080159618637	0.016571360571598	0.0164979694534133	0.016171252814958	0.0148326264302364	0.0197994799008112	0.0166314383475855	0.109925378845673	0.239025565194265	0.133571219646644	0.139887514096112	0.135804268148665	0.127197347972044	0.131975590055966	0.146893196133591	0.133887033411214	0.136576295545133	0.183543426794926	0.137944824021484	0.140222443468622	0.195525036297917	0.0773426317817121	0.113880631345367	0.161015697754694	0.147695305042902	0.140100851279198	0.0654149508676142	0.0795364002319175	0.079785732768456	0.083053461263856	0.0633208428683655	0.0563921717883481	0.113354916685254	0.0506251316149488	0.0710035638481864	0.0732778359294893	0.0477746542189153	0.05976550529923	0.128616255594227	0.0654076067773613	0.149090212439637	0.140092603663226	0.153136590806743	0.0722663590297058	0.144173114876216	0.0752656824009857	0.0423044247338453	0.0665715115346725	0.0808799211819997
hsa140	0.087745602376694	0.0753395807070263	0.0820017064786716	0.134138111524477	0.110851610918284	0.108990001567561	0.113254492525147	0.121096589044586	0.0986207765017177	0.518974712084623	0.367400819720786	0.390995864359193	1	0.13657500883915	0.160402811963359	0.158009889053579	0.102656355636388	0.104051708859051	0.104938239217733	0.131086524209945	0.159721280233044	0.153506225609359	0.158194363920091	0.13139957925421	0.12487232452195	0.103021690644245	0.132000060497826	0.1264169556594	0.132963777684369	0.122604292836469	0.0204148514786379	0.0581619072747621	0.0172422626338793	0.0842311421125276	0.0194735362042068	0.0159071926793559	0.0164904715133962	0.0206877427556941	0.0180463138629637	0.0209439459274852	0.0225825211514255	0.0202417214975508	0.104752528552371	0.199442376743068	0.153711928199714	0.122741831804012	0.125783207238481	0.130864634622093	0.11079469901975	0.145209679795788	0.129673524940171	0.13450874620052	0.183020064213577	0.120422947813682	0.134711196249565	0.146092498870807	0.0879998687197926	0.111150460139139	0.12494739152453	0.117835205887167	0.118875555246858	0.0651395087155634	0.0693161463951899	0.0881406685997842	0.0842533179423904	0.0345901294482722	0.0493828782871548	0.107512742641693	0.0393249676432457	0.0693864579727494	0.0698509400588706	0.0641361123192464	0.0640558735325414	0.112565778916801	0.083170465294751	0.152018322318139	0.111109792000431	0.128944616187533	0.0916563845308621	0.131560406855054	0.088365515527764	0.0441773868286238	0.0574970134062084	0.095235793414065
hsa146	0.0675255280043355	0.0647646218077642	0.153063267100656	0.137386739047063	0.124069288152886	0.12752256110555	0.132130327989992	0.121503325138947	0.087359203152216	0.138775897173409	0.153519346285284	0.144956593488601	0.13657500883915	1	0.473442015664831	0.457600484351842	0.191944344012606	0.189603469271614	0.211217219552698	0.2384823059273	0.236130765217664	0.243874444354777	0.226087957622933	0.184306334923591	0.220846299990268	0.177991103574942	0.207290594067741	0.082806207571186	0.0723402172227732	0.0833494462485086	0.0131578911195085	0.080111649573545	0.0139254452801107	0.0837446946269353	0.0140577984780541	0.0162085650717443	0.0148024436116076	0.0138057097553508	0.0203055044460969	0.013041315919376	0.0127314660503314	0.0121216048979236	0.113325477519987	0.233055118270359	0.245134738299804	0.242905546812969	0.235977789903687	0.218369292908061	0.246507498516396	0.169860903870079	0.157450829907313	0.192119838062474	0.217124304357041	0.222857567716728	0.210684221274121	0.240667424910761	0.0707096073103334	0.09805954311534	0.1304940200223	0.126934332414909	0.121405456959443	0.0748702745833061	0.0601160604237412	0.0459296004991267	0.0642514072968575	0.0707493329087441	0.0583081817781598	0.0672914849042863	0.0585812192016955	0.0522259636972163	0.041293439323429	0.0314153126429497	0.049963643550431	0.158917695994979	0.0630876211868542	0.136859573408029	0.141071094213809	0.152071583971038	0.0681847780679366	0.112054549860723	0.0565495006166656	0.0165263977106167	0.058245505939154	0.0499489370755192
hsa147	0.0885570367098305	0.0877579707640706	0.138994909106059	0.145483789607193	0.139829410527522	0.124117343275421	0.139003412309347	0.128765062414308	0.0842973815439414	0.144968943478747	0.160370337269128	0.159621168964639	0.160402811963359	0.473442015664831	1	0.497285999336839	0.208095184063366	0.204006701707291	0.214066505645985	0.236316397400198	0.244933734918223	0.257174043920476	0.236851242768068	0.202947408340956	0.223248395626232	0.169369132176109	0.206001577970246	0.0857493498719096	0.0881067584988153	0.0854010296669821	0.0144439805955447	0.0808855016705202	0.0136377051791335	0.085992851646389	0.0116257399086348	0.0171703697219673	0.0161766988847106	0.0146544164382818	0.0154453854854137	0.0160133535670281	0.0144662571322859	0.0161799205671976	0.110405491898109	0.245342743468403	0.255384881704852	0.258437814399087	0.257562787979685	0.249395004552249	0.269127930565459	0.204866885295278	0.182861952888519	0.207017097191019	0.215419648279667	0.245902702259316	0.210356842283962	0.265745070236666	0.0731337733867421	0.121784513006555	0.13631747730147	0.136231781738438	0.143380815618765	0.0686194826335186	0.066791802261227	0.059333137874182	0.0640327884179992	0.052169371428039	0.0559234519781164	0.0687579600411776	0.0512910081337018	0.0428927846199454	0.0393703505803879	0.0384754081375635	0.0518358444486472	0.180053790695504	0.0863290556216295	0.147423218837669	0.122747681297936	0.131327546297955	0.0635687256388188	0.131373792417259	0.0590730921264014	0.0217675370297679	0.0805954465871715	0.0537355216125698
hsa148	0.0926188920713684	0.102003177581728	0.141658799077004	0.150339523728174	0.153408996522787	0.13462745582276	0.149016710441601	0.136443132454838	0.10366490426832	0.157776187038151	0.158188154856197	0.160454737084475	0.158009889053579	0.457600484351842	0.497285999336839	1	0.205477198076079	0.207426524836454	0.213242022074159	0.252443428420898	0.267258762686846	0.25714603067272	0.255972398076234	0.201875338851432	0.238816904629142	0.186990988768882	0.231145357304016	0.105209160339084	0.0890514909588538	0.096149202047996	0.0165395484340084	0.0979526678715034	0.0142100529931036	0.116760439446142	0.0183703872504816	0.0179415160394746	0.0153767467780513	0.0170071173662284	0.0128748784851257	0.0131693540137776	0.0158233379389952	0.0149084393712442	0.134232822970933	0.260372125223461	0.266961105408387	0.292206609078765	0.281901104816903	0.275343079911127	0.283984089000376	0.192573446617367	0.173589056498229	0.210544450915149	0.225623722621758	0.267704297616245	0.213301540062141	0.271698270469958	0.0953183973874682	0.131056410871717	0.153011410937066	0.149359390679638	0.154170161601848	0.0777931236459537	0.0892374112122198	0.0706329473967015	0.0760257843108189	0.0529768140695868	0.0645422450398858	0.0850687158641465	0.0625955331546816	0.074155944939063	0.0384530635454932	0.0463654726723183	0.0662908920321373	0.175526921138836	0.0747332208952432	0.187299222243328	0.157256078957902	0.167936215675515	0.0734459124665704	0.144138470089878	0.0873338875750947	0.0238608652106214	0.0661606395842141	0.0701430978712814
hsa150	0.0730316441939238	0.0769579764059302	0.228639213905859	0.208654896527448	0.184239672621424	0.150734727786828	0.186045351653838	0.161761681076759	0.077802834675813	0.127820988341014	0.106391009142834	0.121545853605068	0.102656355636388	0.191944344012606	0.208095184063366	0.205477198076079	1	0.505563338562471	0.531755726612166	0.226183755659656	0.167455889244403	0.201717456747211	0.19146740177155	0.286246126733133	0.259061010819468	0.26809871005705	0.17124919486934	0.091369621583189	0.0649185613021299	0.0749760258040508	0.0206944209636091	0.0704525201496514	0.0145955773092758	0.0637456176964565	0.0200823048028752	0.0201629568922112	0.0168036994205715	0.0181731754537674	0.0240239251701521	0.0173938765248277	0.0169806137531324	0.0168144271973445	0.186802156089507	0.178146965935124	0.277748634526591	0.262682977279668	0.268949224517261	0.242937661684445	0.239089535049817	0.148528346267122	0.14475892670086	0.170264342845868	0.170340313019006	0.215105838046544	0.170554307239204	0.175570674739777	0.0708347786210927	0.100291462551274	0.117185499330117	0.106920219780314	0.1214038582669	0.0536974155274788	0.0547777805699932	0.055660951581158	0.06275060166353	0.0639759931074256	0.0465086924065472	0.0493322789258106	0.0488363191659066	0.0442947296766033	0.0392044350063391	0.0322963193415476	0.040555337599102	0.154930990652304	0.0552705453965293	0.118830124169611	0.113556354398629	0.126217730492036	0.0377053715372158	0.0861995841979016	0.0545149609293841	0.0281163744400531	0.0623908718746203	0.0620938561152257
hsa151	0.0685852673930689	0.0737197725642209	0.214647126367276	0.19902973422589	0.169227700329437	0.137365227477715	0.17646207126429	0.173414713982985	0.0778787028895256	0.131733495047468	0.105752630940507	0.118737742635888	0.104051708859051	0.189603469271614	0.204006701707291	0.207426524836454	0.505563338562471	1	0.48507058625879	0.181809525843035	0.157212668867814	0.182314432366019	0.164945249434235	0.263848005059389	0.244484844801199	0.262203431891068	0.150203005153059	0.0890413081551907	0.0704272733522	0.0725474995827894	0.0147248367157913	0.0603931731485809	0.0146098099575228	0.0586233962539137	0.0163874084896999	0.0178833328333224	0.0129973386288976	0.0139546605134306	0.0138989280606083	0.0148504205537956	0.0172471305459623	0.0128115223826097	0.173310871725343	0.166594379726919	0.264727708937637	0.234325164484234	0.24513245291714	0.221576818138057	0.232897909540867	0.155398872891407	0.153340867811755	0.170430373448795	0.152578449846134	0.204890631492489	0.158860030112824	0.182528659637243	0.0630691722603584	0.102421431456734	0.106671939336996	0.108581201084141	0.115106472723939	0.0553306535351494	0.0489980902779292	0.0557152284849187	0.0681838530801175	0.0655908238278771	0.0583833510503059	0.0576104486109967	0.0560839014588476	0.0523993635305397	0.0465777420907232	0.0363687891645481	0.0509350909296911	0.14042257010091	0.0726649382232905	0.133665069673435	0.114781470303046	0.111195854622083	0.0377421393387723	0.0770800520640344	0.048883941136428	0.0229170875120919	0.0552851215270056	0.0617372623007332
hsa152	0.0744556269493077	0.0594070857620283	0.227266246905429	0.19546026534228	0.174905755212605	0.145286454372649	0.181335623810372	0.144933079331994	0.070149011173878	0.109421875930636	0.0953625374727026	0.107032419616356	0.104938239217733	0.211217219552698	0.214066505645985	0.213242022074159	0.531755726612166	0.48507058625879	1	0.203315038116118	0.156602724108842	0.192658241154681	0.184079465592521	0.257445945408052	0.252626308530481	0.261546904299996	0.160185695584122	0.089097189450179	0.0741318396585366	0.0744019758151207	0.0166565499136573	0.0582905754793396	0.0135829191389912	0.0655464773406978	0.0137120168266624	0.0157780700860042	0.0119314681931734	0.0126594021577268	0.0184600050548023	0.0160680465256543	0.0154372956360991	0.0160148291359645	0.186599371995105	0.1756149122438	0.305995714128273	0.258837592300325	0.289793386899572	0.228286879010072	0.251593846097835	0.174894757942148	0.159402304619117	0.175096631097157	0.157685977841174	0.214879630464504	0.181872842895661	0.187157691875473	0.0690679066693702	0.0959512017499083	0.130175949942847	0.120953044388329	0.128569449514267	0.0598402120868108	0.0445469752535909	0.0504181671491618	0.0600983049607818	0.0657229538963257	0.0516949676888856	0.050008614675524	0.0532239848434224	0.0421583621826266	0.037994420249197	0.0366302174699591	0.0442522345888465	0.150637594811729	0.0571661326925435	0.112144210846091	0.11100596863271	0.130614701930249	0.0392303056028726	0.0867128720787422	0.0554888352622914	0.0252311409012764	0.06594877849051	0.0511096062374863
hsa153	0.0816675942099863	0.0903915926767293	0.188563227240193	0.178421722300367	0.132968632115071	0.135076760036463	0.151213273418251	0.13699414717767	0.102064829165153	0.135949509939753	0.155133334303278	0.16790062985954	0.131086524209945	0.2384823059273	0.236316397400198	0.252443428420898	0.226183755659656	0.181809525843035	0.203315038116118	1	0.472280489636727	0.460237840060353	0.271685755743399	0.196231033826758	0.211337773784747	0.212186759466871	0.249582125115868	0.0965334321860646	0.0827539138917404	0.0977590686053453	0.0167043316058751	0.110979649311176	0.0177147943850749	0.0715660264767541	0.0144125048007563	0.015116866945842	0.0133493326071073	0.0135363262042519	0.0196883862610894	0.0166405278383312	0.0179424198850155	0.0160825916588005	0.130314257500798	0.25730516572717	0.236735419870136	0.256932128070276	0.244676131349052	0.244031977051	0.220462924493619	0.207053317122237	0.174671851842132	0.203365819544117	0.251607542417576	0.211972362042477	0.255551174890179	0.240811102064967	0.0680183076735867	0.0910717782353962	0.127147161605178	0.112498890230082	0.116048813566786	0.0559721714964516	0.0422481957988375	0.0612763634788213	0.0677432200449262	0.0636245350781019	0.079212349935618	0.0710517468580139	0.0683708505269413	0.0672500548017627	0.0462487074072107	0.0509578646825178	0.0494081533122181	0.150807213727153	0.0576708389293405	0.143935864190823	0.130798109014791	0.142656740262358	0.058895476227512	0.135031192504299	0.062121901822866	0.0280800967646391	0.0473381005326934	0.059886496031622
hsa154	0.110063289867665	0.110992110468559	0.130720629010966	0.154205239626791	0.148148336604249	0.148660582807556	0.147704540679248	0.156019327216985	0.0992621440866753	0.157467096368881	0.175877711957055	0.209153600601379	0.159721280233044	0.236130765217664	0.244933734918223	0.267258762686846	0.167455889244403	0.157212668867814	0.156602724108842	0.472280489636727	1	0.407308391421718	0.299287487040703	0.168722360795678	0.19021110454561	0.133215817567697	0.249911850751043	0.124913454417159	0.091566861974139	0.103287329573953	0.0154752770264597	0.091461412067	0.0143307621476386	0.0976556794149094	0.0169929461226015	0.0147672984962678	0.0195521744139514	0.0157134100381139	0.0143754150206411	0.0156072611510156	0.0183888150363766	0.017952602742182	0.148014072464265	0.289399773118279	0.206045299340219	0.254395007586216	0.267167128543267	0.243377858367847	0.227042843392495	0.195312748815604	0.188877520207192	0.197852237543097	0.282624800324388	0.205640649764743	0.219460542366524	0.222238765431071	0.107041589073221	0.102942636679678	0.165059961776581	0.146018068297172	0.165792214614603	0.0739342567114098	0.0592603968150675	0.0659771419847764	0.0725273836721871	0.066894155246037	0.0661712710262183	0.101199186966069	0.0497822429293146	0.0741325011203368	0.047795206308146	0.0437432958605501	0.0422612840639067	0.142713856450006	0.069859594665132	0.177686947380287	0.135856522144593	0.167545330955855	0.0478574561053008	0.135416992387733	0.102352291462671	0.0261977625555608	0.0566680522396393	0.0591844157499129
hsa155	0.0880406272301692	0.072326151610087	0.172061630046858	0.168118413910916	0.128936616125965	0.123594208185232	0.135297467396029	0.128794759070009	0.107863649235298	0.154920696964699	0.197117387606977	0.196742354175901	0.153506225609359	0.243874444354777	0.257174043920476	0.25714603067272	0.201717456747211	0.182314432366019	0.192658241154681	0.460237840060353	0.407308391421718	1	0.255521343637903	0.171267965497288	0.212720651332469	0.218519662238974	0.233995093887171	0.10406653949533	0.0679527563490008	0.0878231833232995	0.0185298424411716	0.121209135569388	0.0180786737267789	0.0884106132592285	0.0169081323147483	0.0138921244416796	0.0154570692777534	0.0130291521220752	0.0163800041785541	0.0174035969822298	0.014376241221066	0.0144480140381307	0.12761477683899	0.269350300266776	0.229727038015207	0.257977533974508	0.229508568561563	0.218741480694618	0.217931423968615	0.208034115989045	0.181682575733257	0.202084631817803	0.240527878626111	0.2264174331406	0.258580464525158	0.23457661236731	0.0794708552789534	0.0943535352171267	0.15312240500309	0.130638255505364	0.13733905420196	0.0624064694003264	0.0719775030612707	0.07344352351773	0.0790794403334567	0.0641251464463552	0.10454753103739	0.0757357256850612	0.101841439046685	0.0733409970391622	0.0552270829580983	0.0283123577517996	0.0676810443313843	0.122637706314636	0.0526728688958348	0.136864070265927	0.163923288138734	0.160040728659872	0.072929377999886	0.128324866791509	0.0709323641609205	0.0193400370198588	0.0624519789443197	0.0471112154537874
hsa1812	0.104789738638575	0.091725080528539	0.136376760014695	0.139005189218202	0.142068090956668	0.133460604252712	0.13133836493803	0.139111970254762	0.0870948477067492	0.177405186293393	0.163225487473738	0.186899845376338	0.158194363920091	0.226087957622933	0.236851242768068	0.255972398076234	0.19146740177155	0.164945249434235	0.184079465592521	0.271685755743399	0.299287487040703	0.255521343637903	1	0.190302276432601	0.222749760662336	0.170398243789831	0.575138028278011	0.115138793142605	0.0841064660594222	0.094104523546579	0.0147737536509201	0.0934149062925075	0.0126744136207163	0.0964642450431544	0.0127112498520007	0.0146016801140002	0.0163866127635845	0.0150054023043787	0.0139603668429152	0.0146340040090673	0.0173476661642805	0.02051091023898	0.115480917210666	0.284345745929085	0.26038902551267	0.275070152334598	0.275971456585489	0.243290527517713	0.256552536907712	0.202318573751935	0.185936893461927	0.188864720529615	0.291983865521769	0.247583078637555	0.262278563559772	0.243893746914437	0.106349946384561	0.113244555393324	0.138198626244732	0.146171478643673	0.135968715663428	0.0528412938891513	0.0678686330798596	0.0884997876544281	0.068746340265502	0.0732811865991382	0.054913747701884	0.0911375477383956	0.0522125199420772	0.0637644680831594	0.0580190739220806	0.0532035273428916	0.0551123514159805	0.151192811040629	0.101974595271727	0.157534166973946	0.132692303073233	0.158640249524123	0.047313111863473	0.118591333876297	0.085087069535237	0.0237999993138111	0.0532904108298997	0.0570498929080054
hsa1813	0.0961463524344975	0.0889481769631466	0.190267449215803	0.189723023452237	0.186635351475498	0.165415623997383	0.206592452901172	0.167152408030299	0.103304099509432	0.124662398234543	0.121616584964114	0.134477040394161	0.13139957925421	0.184306334923591	0.202947408340956	0.201875338851432	0.286246126733133	0.263848005059389	0.257445945408052	0.196231033826758	0.168722360795678	0.171267965497288	0.190302276432601	1	0.494609479658672	0.307805866450077	0.168558273773896	0.102935123847214	0.0820318924936182	0.0811188687524927	0.0157500079444589	0.065290304611705	0.02106700769114	0.0771254752083185	0.0133441488660639	0.0158624719156131	0.0171205930849852	0.020798677104985	0.0159437221772165	0.0242373045249473	0.021117206363951	0.0207112444321086	0.188933203627133	0.188091834238134	0.270584773208984	0.242053871840892	0.255137060660609	0.224721304013747	0.23869375449377	0.200331271561593	0.19152074448269	0.218114321627796	0.183647474112107	0.216713683375326	0.156942394748211	0.212331106711193	0.0661896302415372	0.078602165889565	0.101365935511294	0.113690178031157	0.111016712082785	0.066376189990551	0.0831224843595218	0.0579087493316802	0.0719257364872038	0.0624171708608351	0.0481625956831738	0.0624094135431186	0.0324001036829859	0.0553868976267377	0.0429302248307166	0.044833582418954	0.0573024764485682	0.167669481229023	0.0600950761833059	0.121880929903052	0.10284254607481	0.131843391610104	0.0384164407521221	0.0909478579271355	0.0613287676856519	0.0212803380594055	0.0715568288943452	0.0551975263824733
hsa1814	0.0909626967125736	0.0979644279778543	0.192575226888853	0.177006611632871	0.17473323310404	0.120317032635072	0.180729744943462	0.13701417143672	0.106448734542152	0.127609417675606	0.127267861147833	0.119573192992124	0.12487232452195	0.220846299990268	0.223248395626232	0.238816904629142	0.259061010819468	0.244484844801199	0.252626308530481	0.211337773784747	0.19021110454561	0.212720651332469	0.222749760662336	0.494609479658672	1	0.344218186556013	0.186142850475575	0.0896708621493932	0.0886026566002838	0.0780017219887111	0.0136851762108909	0.0806628774001816	0.0183262285357353	0.0716064021342931	0.0138606235859856	0.0175797273492306	0.0147965259294903	0.018218889548501	0.014232256091781	0.0170680611611364	0.0161250381945961	0.0164756341750761	0.161715730016273	0.193900857754522	0.29137886487635	0.259009739316726	0.277567555657007	0.245545741651498	0.265086560198635	0.202477475944241	0.20192701542869	0.225029234082287	0.204651764895763	0.231934427365475	0.192443592524398	0.238881375422066	0.0880276854741276	0.0887090810141323	0.104957704183625	0.104609755848659	0.115239134593719	0.0650146062664697	0.0907298272567036	0.0712941700789537	0.0919707403747515	0.0596724899932474	0.060721297779484	0.0933549645651857	0.0415583614192111	0.0554720698195044	0.0477135601733926	0.0451857415364655	0.0592938538636755	0.19245768438719	0.0661424459359036	0.118050947053037	0.0994476197769767	0.125554925845952	0.0392563967900224	0.105964600953569	0.0839315926701714	0.0194526522462333	0.0601753803275625	0.0587541691269001
hsa1815	0.0639290911073429	0.0657409929888373	0.203805896157161	0.189805767009337	0.17149634084621	0.115244173185548	0.178214065816595	0.130504150519877	0.0818764013727795	0.113787978156982	0.112480854974645	0.11860166726187	0.103021690644245	0.177991103574942	0.169369132176109	0.186990988768882	0.26809871005705	0.262203431891068	0.261546904299996	0.212186759466871	0.133215817567697	0.218519662238974	0.170398243789831	0.307805866450077	0.344218186556013	1	0.15592461831207	0.0800463558346492	0.0669194290435488	0.0680737902308936	0.012268184265919	0.0676106665553652	0.021195946718285	0.0588107488515931	0.0170060395785372	0.019884038198604	0.0187913218691181	0.0176084413978053	0.021237783452826	0.0222879570397453	0.0151029000610637	0.0151783006937158	0.152281687714986	0.145762688624131	0.268081631381678	0.205916063435507	0.212231132385764	0.201111370715807	0.218771027315385	0.190319472261449	0.195574322361443	0.194619738693138	0.151567298392728	0.191349659880768	0.174098123041123	0.206314544587505	0.0525536794674081	0.0815806101165341	0.104808094441464	0.0876826558769144	0.0892796467822806	0.0607113094917678	0.080047033699204	0.0683085505298914	0.0757514941554142	0.0528626096692026	0.0707321305524688	0.067426991289447	0.0341507111177639	0.0404528675300139	0.0537095267089914	0.0368312888463349	0.0537312060765273	0.117731418039545	0.0503152667318524	0.0920720192657669	0.0985266338226282	0.112242586175347	0.0390716913858982	0.066370214861519	0.042300312634503	0.0218223247350671	0.0608111308120152	0.047418652400938
hsa1816	0.090992316276676	0.0701224216995655	0.1254977320837	0.129394183054209	0.126129646520532	0.12286596922737	0.118767712604359	0.118208807023431	0.0845664673001666	0.155550034870524	0.149705325111206	0.165443088611875	0.132000060497826	0.207290594067741	0.206001577970246	0.231145357304016	0.17124919486934	0.150203005153059	0.160185695584122	0.249582125115868	0.249911850751043	0.233995093887171	0.575138028278011	0.168558273773896	0.186142850475575	0.15592461831207	1	0.0943342709126544	0.0818370449118458	0.0878243613808693	0.0125561557069485	0.0823839674637168	0.0120148503415407	0.079483271414087	0.0131067669917756	0.0173022798681997	0.0167667173745838	0.0156710998674856	0.0149414818202195	0.0136247430862382	0.0135428684521235	0.0140965692845394	0.103518282531292	0.256638520117559	0.2279060201592	0.227085743818281	0.228001873204935	0.205477347612889	0.211733205359428	0.174666007582006	0.154483518900382	0.176276684001542	0.264979651328402	0.221121478538389	0.218029262182696	0.206664661769626	0.0814862980683081	0.0943748806344797	0.133672752086717	0.130281097958764	0.135465495273435	0.0474148436136864	0.0590694781288943	0.0630156662974252	0.0671678968963321	0.057451673676667	0.0535328620964262	0.0748489898883548	0.0542616618605559	0.0612261829766904	0.0535804715269255	0.0433974473232071	0.0507622525083256	0.13772626598536	0.0711028675937578	0.151260689312438	0.127584092930604	0.146143154334733	0.0563614170636821	0.100918251891563	0.065993913073649	0.0318972537251653	0.0488663433947732	0.061749288179761
hsa185	0.271382843284926	0.230262828997124	0.0834056344094817	0.0971809650468178	0.10545744869954	0.103856432485146	0.0965488619538144	0.093921662761213	0.198221236228693	0.111244844006013	0.0925828328499333	0.106698544739928	0.1264169556594	0.082806207571186	0.0857493498719096	0.105209160339084	0.091369621583189	0.0890413081551907	0.089097189450179	0.0965334321860646	0.124913454417159	0.10406653949533	0.115138793142605	0.102935123847214	0.0896708621493932	0.0800463558346492	0.0943342709126544	1	0.129869994607369	0.14006347046886	0.0216098671954679	0.0760715043410126	0.0149805274891422	0.258072664435415	0.0166787634221084	0.0186281798855052	0.0214860215703592	0.0190215577834638	0.0183486301780909	0.0189611269311739	0.0170867332685183	0.0217512482728999	0.0821751172379993	0.156171886951548	0.091280920081246	0.0969190206241896	0.0971410943354485	0.0979699861054422	0.0919546475076174	0.114939216929205	0.113796733835678	0.114553466798006	0.140805055092069	0.100499502380485	0.0954087754706811	0.112727522759484	0.166917890343998	0.286629561476166	0.234991534166202	0.258942487021162	0.240354215788165	0.221535279091195	0.175889188368673	0.231555638594054	0.20479855217671	0.107449075811814	0.137815123881178	0.226912600358682	0.0306531337783519	0.0445445343648888	0.0576625477067384	0.0796475581395411	0.050176840891843	0.0988912989982096	0.205557680041224	0.248370058663437	0.239112225536908	0.238387635981934	0.0766518364083729	0.126265241686044	0.16621769724881	0.0375611127316521	0.0602649751630336	0.181071732534948
hsa1909	0.134066848716631	0.101611251780675	0.0598290220938272	0.0590960792615117	0.0692706436240604	0.051306502849248	0.0687356431556841	0.0600139123976448	0.094404729236573	0.12226952599899	0.0975138272870071	0.0914176320609103	0.132963777684369	0.0723402172227732	0.0881067584988153	0.0890514909588538	0.0649185613021299	0.0704272733522	0.0741318396585366	0.0827539138917404	0.091566861974139	0.0679527563490008	0.0841064660594222	0.0820318924936182	0.0886026566002838	0.0669194290435488	0.0818370449118458	0.129869994607369	1	0.59101957796748	0.0138347766435332	0.0862561177353395	0.0132479628691594	0.134688170698249	0.0107663915421378	0.0141619838739277	0.0149121076410986	0.0145809567061766	0.0122296614204837	0.0136676553565611	0.0184748181633372	0.0224351889982536	0.0635150052773707	0.140715761185077	0.0879322420276478	0.0956628389754746	0.0794228008580006	0.0821153727783773	0.0729610002823551	0.0879384135647492	0.0725683755031364	0.0688108408050498	0.106507950374152	0.0687381102416821	0.0811698920310841	0.0993709339644414	0.0916866317320195	0.147280388871651	0.147891053144744	0.158206943524812	0.16968909490401	0.098182264933124	0.116565861068572	0.119624996226627	0.100112778464893	0.0629496593586868	0.0595416810689416	0.114478104152322	0.0217843419463054	0.0314467789664098	0.0711568036265478	0.0746687281856317	0.0566119159489293	0.0704912890500728	0.136473405481469	0.141705935916463	0.122786068008007	0.136650358966825	0.0437977642801338	0.109832295750119	0.0840253189357492	0.0288909966409973	0.162901890059706	0.113477939625838
