D00136	D00219	D00225	D00228	D00252	D00293	D00303	D00319	D00331	D00332	D00336	D00340	D00351	D00358	D00364	D00367	D00380	D00392	D00437	D00451	D00456	D00474	D00477	D00480	D00512	D00513	D00528	D00537	D00538	D00539	D00542	D00545	D00547	D00549	D00550	D00552	D00560	D00593	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00658	D00677	D00678	D00694	D00697	D00708	D00711	D00726	D00738	D00740	D00741	D00765	D00771	D00775	D00809	D00816	D00831	D00960	D00963	D00964	D01108	D01111	D01118	D01253	D01275	D01350	D01448	D01450	D01453	D01575	D01599	D01768	D01799	D01828	D01854	D02041	D02086	D02101	D02163	D02234	D02253	D02261	D02272	D02409	D03274	D03365	D04034	D04048	D05461
D00512	0.000430352041288758	0.00395855918843356	0.0251668017803221	0.00054679172589779	0.222931625730121	0.0305811611619293	0.000499768520193896	0.0212731494586307	0.00619130632569617	0.0742394283834837	0.00200390693675655	2.18792661166143e-05	9.26550279140864e-08	1.89640739073831e-05	0.00193442060828164	0.000908690109754796	0.00239726579589626	0.129209703873672	0.0120362321281349	0.0237766543298129	2.48999363847865e-06	0.298387751019572	1.22426524056520e-13	7.98383437210587e-07	1	0.00143525579327708	4.15516131850460e-76	0.102901927184745	0.227536780595313	0.0875665708961187	0.00185221931715960	0.00156525547400956	0.00141287779288247	0.000631043120905113	0.00721933536696285	0.00292037876046208	0.00133106723306531	0.00242962995313558	0.00895672055703271	0.0209979258765331	0.0062436576526364	0.0190268107531005	0.0226018685791972	0.00762924911110518	2.43696152746218e-05	1.5622639749682e-06	0.025669424640404	0.0170632276322229	0.0228382910209094	1.93070153293074e-05	1.30851999912043e-07	1.52316792674436e-06	2.19367725145018e-06	0.0214720585527779	0.00486613128285715	0.347692624767891	4.58659473365793e-05	1.82752134007479e-06	5.08463423057136e-05	1.53451655239735e-05	3.60612727354068e-08	0.00200433518631813	7.08033341386144e-23	0.000388724493842529	0.00325363771982332	0.0277274384508149	0.00118088137556206	3.54586349595408e-08	3.7903590425461e-11	1.84153156962239e-06	0.00255884163596581	0.0230768654574572	1.53512499405911e-07	0.172647858281577	0.00792320370776021	0.000112933669208359	0.00297863626710919	4.08301384766791e-05	2.57354692833978e-12	5.18805465940171e-148	0.0206231777093729	1.07731523900121e-06	0.00296058695796974	0.00161690554802969	0.000575174417373082	2.25804236983604e-05	3.19677855482725e-05	0.000952626424868722	1.22954224209772e-06	1.65477637547486e-17	0.0203281638722412	0.00141476164933101	0.00657204642585962	2.22100239644961e-12	1.08103685653006e-06	1.28471848380293e-05	0.000769401810002401	0.00094576240239515	0.00085157393806835
D00513	0.00222438642209726	0.0340156901936364	0.00170011131011137	0.000865349544139568	0.00617295512446466	0.0148292033306407	0.0723354433836136	0.0150027013911187	0.00421905682804332	5.98832059312485e-10	0.00684523718397992	0.00117627025777340	9.82747836398923e-18	0.000154964847711898	5.35473804491905e-10	0.000585464792030125	0.0288196127813486	8.30285291584344e-15	0.0501632732970003	0.0225925485079088	0.000179957289774078	0.00188281997698979	0.0225134611912785	1.25397097843757e-05	0.00143525579327708	1	0.0517515139941809	3.04040714925773e-05	1.45783194405741e-05	4.84187374701237e-21	0.00271887332682839	7.40746723796898e-06	1.51993710977880e-05	0.00204392377563299	5.80350028889449e-05	0.0030965950584997	0.000879814064413817	0.0082994923123929	0.00394663344430841	0.0493583812027894	0.0195864310221436	0.00411707508639287	0.0267463163009014	0.0240736807632349	0.0128194841620010	0.0337669229984693	0.0209282117291106	0.0168895177993679	0.0376041800280813	0.00980552722950994	0.00368415375918838	1.74379997028808e-07	0.000158541858472111	1.74104046920247e-14	0.0635275089433278	1.93793644125534e-13	0.00406300532814596	0.000219885355316780	0.00368132451274484	0.004818445742366	2.10292176296868e-11	1.97002777785436e-05	3.70235498069442e-16	0.00321797137283404	0.0254776547699577	0.00112099863279082	0.00110679286124097	2.13813426555992e-13	9.89170549433894e-09	8.53526151817107e-09	2.84938007059077e-11	0.0243687339839487	0.00994429331319215	1.85777807791399e-12	0.00391689691015321	3.4309171490754e-22	0.00380363862471781	8.40486714348948e-05	0.0362402557235205	9.1772771394487e-167	0.025507851389861	3.94464108411331e-05	0.00794448210080722	2.86901617096286e-06	0.0293984781591584	2.58041285803911e-05	0.0142001661673540	1.56724908484171e-13	0.0341440811829979	0.0162638163001135	9.7808554556641e-08	0.000758351342409485	0.0243244453722827	0.0312757828207977	1.49670769218519e-05	0.0241092098453491	4.81681696349053e-05	8.00524646889422e-05	1.35160292328189e-21
D00528	1.55213747637196e-07	1.85673508237464e-15	0.0306038026379002	4.06620128315845e-14	4.28872560338945e-06	0.0530399962594624	2.07505902018440e-19	6.46428045323644e-07	0.00918002200647125	4.43217819586689e-14	1.1581824889923e-25	2.57703617066956e-19	4.12832478703742e-64	2.14912610243677e-25	3.98673204735389e-14	2.52394101836589e-07	1.38552904595516e-25	3.05835121759525e-08	0.00699226752934299	0.000665694720258049	3.97580200534388e-32	4.95231404404722e-06	4.19229759990518e-14	0.000491244822681964	4.15516131850460e-76	0.0517515139941809	1	1.05514272687376e-25	3.18342364135047e-50	2.26399504685175e-25	4.29677480637765e-06	6.72995059414781e-08	0.000261198272689434	1.02294795313015e-15	8.7182402556671e-08	6.01312695852524e-08	1.43517349337775e-28	1.40423562393323e-25	4.50209682636266e-45	0.00507908336299349	0.00504754967403155	3.58907889979775e-06	0.00628550932377778	3.28978177781622e-06	4.42149507071485e-45	1.25468013470563e-08	4.66673979252559e-08	5.32672782622882e-07	2.62169260541627e-14	5.11434230373071e-45	2.45911765274985e-19	1.91988959824839e-08	3.50267015972044e-32	7.43394674937958e-27	8.48919650561196e-10	3.10570137159374e-198	6.09550706075048e-07	1.42393253814832e-28	3.60590859860813e-13	2.50246702455932e-19	5.64513174474663e-08	1.12121803355644e-08	6.2388644764185e-62	0.00168414835526508	0.0453681896968074	0.00621312395710216	9.31560214043393e-16	1.4140351488901e-25	1.2744138450916e-25	1.09965420766637e-25	0.00964240081852661	1.49294450773455e-25	4.31206499841875e-11	1.82569204281694e-08	1.54862556737073e-06	0.014214569390722	3.21147398141636e-28	1.04126124338624e-25	0.697322687480634	2.61851788842413e-84	0.0038570437376311	0.000313385036442060	2.13778446325270e-25	6.79546535172495e-21	1.2009970124252e-22	1.66601713338015e-14	1.65149842465229e-07	1.54520768680192e-05	2.56885018492004e-28	4.42027467052249e-22	0.000523925813230143	1.539820463209e-15	2.20576664507998e-19	0.503338758180286	2.25849054060635e-28	0.00844580958421731	4.2954010953283e-07	1.20850692931169e-15	1.43209222553375e-63
D00537	0.00089129509710298	0.000708419357681334	0.0099023625726966	0.00451176713008702	0.072162062366397	0.0298670858976373	3.86002076421951e-06	0.0125903837160664	0.0238468340248695	0.111041902040064	0.0122725532321153	0.0517234832963259	4.85163574207418e-07	0.0231000336396921	1.15995117775998e-08	0.00221399799248419	0.00059885892610358	0.00928673460586896	0.0588571698492183	0.0167378960704612	3.40216991135952e-08	0.0588345765912538	2.49460569016071e-07	1.36261364239316e-10	0.102901927184745	3.04040714925773e-05	1.05514272687376e-25	1	0.267635264553023	0.00312816060403156	0.0205138894487254	0.00939556882049223	0.0149871130431065	0.00100151215604899	0.000965682785173409	2.69075906423444e-05	0.0104965535375117	0.000606266184621632	0.0594607101959946	0.0399857565813328	0.0246184305770075	0.0294087561550273	0.0149543359981002	0.0149238416722829	0.0258666008063623	0.00999095527782868	0.0239786493354845	6.88083593947657e-07	4.96864167277519e-05	4.27021442504373e-06	0.0383226753300077	3.09140943153117e-20	2.99730193073009e-08	0.0105166405688763	0.033368381182806	0.0780672043890173	0.00253993484564091	2.86698533066268e-05	0.0139375941188652	1.10568584600886e-10	1.27295492709597e-07	0.00408353332821143	5.58502088096993e-23	0.00788183201396516	0.00396582763359773	0.00613308910850954	0.0346415666257705	0.00350206780117691	0.0280083174818689	0.0168657591792569	0.00450645087756076	0.01580976084766	0.0051481840579157	0.184986766102544	0.00782839231163616	1.52761846912436e-11	9.5920048597535e-08	0.0111920699872805	1.14303035017444e-05	4.51484063129669e-46	0.0193549557401888	2.44370972789482e-05	6.10632316960296e-14	1.57844606324438e-09	0.0176683096658679	3.66275202556594e-13	0.0150945662226417	2.50193189507414e-06	7.67262123259192e-08	2.01281788623321e-23	0.00235310856214121	9.78010201509972e-06	4.07789276064305e-06	9.86449137179634e-06	6.74568293303331e-08	0.00068022838803161	0.00412477070332864	0.0126293323117380	2.77031862487272e-08
D00538	0.000150554091284706	4.12732741428041e-19	0.00862252816180296	0.000518218014617301	0.164280582456419	0.0439190502344923	2.3821642601711e-11	1.70664480013871e-06	0.00542198573649606	0.128133818473958	2.91325738277650e-19	0.0141627181736439	8.95169936867556e-08	3.05617696693856e-29	7.71531151206909e-08	1.05513071282639e-10	3.48511807144294e-19	0.089825984763065	0.000103717830968826	3.94013988098508e-05	2.24496124540435e-07	0.164665252485948	0.052513782515241	7.70603426047293e-07	0.227536780595313	1.45783194405741e-05	3.18342364135047e-50	0.267635264553023	1	0.104616549016769	0.000310414993783468	0.0350725178936903	0.0321597281885658	0.000234972472675591	1.24319181686806e-06	3.38187374786458e-05	0.00759548163609218	1.30214059479293e-25	0.000573205143528007	0.000379537413792803	2.81964554122565e-21	0.000769315396858957	2.73016948981048e-10	1.06703745091204e-15	1.17575005582332e-05	6.87909821436323e-19	9.6276294144804e-07	7.31859312516176e-12	0.0184730208944284	0.000651134115829197	1.26420315353699e-07	6.85539130006369e-28	1.97780441617503e-07	0.0199653313928757	0.0438443741940817	0.131856550945974	0.00909864014339194	3.67363906941877e-10	3.56639691968119e-20	2.47364620190257e-29	1.21117217030969e-07	0.000434428451264027	6.84053727563484e-23	0.00729114089120053	0.0205089998939310	0.00132645772758781	0.0385036780186304	7.65045147086206e-05	6.89474094214076e-05	2.39827560994254e-08	5.317411097123e-18	0.0185726618745805	1.48189459057746e-07	0.281909367491861	0.00103987706600816	2.08863867746546e-56	1.48383888351181e-06	1.93197944929767e-14	3.23516183451967e-29	1.52765717265925e-12	2.72839692176675e-08	1.14218937983140e-06	5.37759427046973e-19	0.00156214448000304	0.0207200915970608	0.0297982316680175	0.000454889413278548	0.000623117610958772	0.00149149910319122	4.99183672082321e-40	1.01533687111959e-10	0.00136684662312683	0.000182224842030039	2.81966712099807e-29	0.00131131062520661	9.05850712226798e-06	8.17373456988561e-07	1.20690361878648e-06	4.82459594778694e-08
D00539	5.87372610472094e-10	1.18091346392595e-25	6.2079641329523e-10	1.06690611166648e-13	0.113400546583047	0.0282820607471325	0.0160537780035234	5.95075941752722e-10	1.73681707633860e-08	0.103053068887576	8.33542998010666e-26	0.000499034880225097	1.18632102829257e-48	1.76839353699748e-25	3.90054176413899e-08	6.75513267806934e-20	9.97164142184933e-26	0.444522947255331	1.32241358100451e-08	1.31000496957318e-26	1.28385017688268e-08	0.192999068462438	6.2981347660308e-28	1.34761724450583e-13	0.0875665708961187	4.84187374701237e-21	2.26399504685175e-25	0.00312816060403156	0.104616549016769	1	4.42581784174617e-21	7.90440537791833e-10	7.11612187852456e-10	2.16465234072559e-08	9.18562881938073e-09	1.64225247980168e-17	0.0182521825714683	1.01062723982959e-25	2.24987900524647e-08	0.00604627544851797	2.72663980002681e-21	4.98355421632856e-10	4.57747582051784e-10	1.79294011091620e-15	8.91560201946538e-31	7.8431914247978e-06	1.43234215169906e-09	2.08934281367022e-09	0.0416485372750563	1.04014684923424e-30	2.73789287752535e-08	7.64710804697737e-06	1.13106832233507e-08	0.0128088938697263	0.0084981482226011	0.149592570719821	4.70232590180088e-08	6.15731397365267e-10	6.81370266444975e-20	2.19138244097429e-26	2.06282011687017e-26	7.95690055898481e-31	1.23649980962799e-22	1.86071982770043e-08	0.0203621552894911	1.46934518124783e-09	0.000791736064183607	1.01767052363563e-25	9.17186125713914e-26	1.70090604200666e-15	9.10516748613612e-26	2.46954305913143e-08	4.86668329067886e-08	0.089551334358906	0.0272913697531234	1.14316795582388e-41	3.0696143302056e-10	2.94754953766072e-21	5.64391573873225e-08	0	9.00358834771762e-26	2.24434498649143e-30	5.47712257746912e-08	0.00282374510260286	1.19870603616598e-25	1.48168325965722e-08	1.20113848727978e-08	0.000182676393223735	2.45537699679702e-10	3.24555658691241e-30	0.000216960049513363	2.28781785912718e-09	2.49607893638376e-09	4.8707681383415e-08	1.69667505665569e-08	5.58174160106499e-15	1.49562080030521e-08	5.85487546203115e-22	2.02386234750707e-26
D00542	0.0339578606836298	1.04480027874049e-27	2.52189770944196e-10	6.43432889536656e-12	0.00104452693552924	0.0101793934907828	5.19763750411643e-05	4.00508029280548e-08	0.00110246130435743	0.000109784217743098	0.00777898421162262	0.0217006748354657	2.19407378021397e-96	7.62975313658434e-05	3.94833131939454e-25	0.0024841870139182	0.00930596747547593	1.96677913368871e-06	3.66716975035460e-07	3.06885572538641e-07	5.03693173107207e-08	1.33604949636519e-05	2.21271425164077e-13	3.19819707437478e-05	0.00185221931715960	0.00271887332682839	4.29677480637765e-06	0.0205138894487254	0.000310414993783468	4.42581784174617e-21	1	0.458178063635608	0.458496835351688	0.0868795386827158	0.00114339382575854	3.98367342566271e-05	2.55744902460866e-11	2.44843235762581e-37	0.00134276973410391	0.000109077535295644	1.59887185892976e-05	1.72731205977034e-06	4.68110309853844e-08	1.19896525007049e-15	2.01879839348448e-05	0.0318439665814871	0.0202502478948663	0.00957139528031167	0.00508623950339123	0.0025363565542931	0.000143897542514304	1.40244218005350e-28	4.43752240359627e-08	2.21470015188589e-06	0.0171634415784216	1.77409436936069e-05	0.0644357819717438	0.00281455349378624	0.000686819964201252	0.00332598909855549	0.00313131184139138	0.0284620509560974	1.24266079363921e-113	9.72973083868938e-05	6.01671791740591e-12	3.22597685257635e-10	0.000158376266090323	7.05126988781686e-47	0.00395106810187401	0.000163136729026584	0.0110741119798632	9.49960909725418e-28	1.20597819246487e-11	1.83305386499201e-16	0.0104431473485365	0.00336143525439795	1.45182681056258e-11	0.000638886805853898	3.13635379409485e-06	1.43147518447192e-106	0.00840375774085247	0.0243150907414942	3.72745183518187e-37	1.46529411615620e-22	1.05979959265300e-27	2.98346795255561e-24	0.0797940709547127	4.32163588623693e-06	1.16131271570842e-11	0.0167833763533718	0.000587607535140412	7.41067709161789e-16	0.000150147937414983	2.70671158981076e-06	3.80966133988075e-05	0.000151364722780450	0.00022248329483773	0.000584359492141954	2.12262567623877e-12
D00545	9.42054346215283e-07	3.51035021064835e-08	3.85685608520757e-09	7.85523338810737e-11	0.00895271664794632	0.0082607162112932	3.00616249612494e-08	3.25017710532085e-08	0.000821309791278537	2.71537930944803e-08	2.47776661312988e-08	2.06053139506712e-05	1.48415419664149e-15	9.36930979894218e-06	4.58894364022125e-25	0.00201643039460786	2.96422950466277e-08	7.24301971305847e-10	0.00309639452159414	2.03040883498576e-13	4.08753857514478e-08	1.96498424579018e-06	0.0177586486682763	2.59538040426045e-05	0.00156525547400956	7.40746723796898e-06	6.72995059414781e-08	0.00939556882049222	0.0350725178936903	7.90440537791833e-10	0.458178063635608	1	0.530913123227408	0.103966280748609	0.000965703693597728	4.86020751428622e-06	2.63329409269915e-07	3.00416216140729e-08	0.00109526975753783	0.0195182369453931	0.00394813338883791	1.40173722571695e-06	0.0194495520685188	8.10761118991342e-13	6.0030469081221e-06	0.0258428406586654	0.0306870931069035	0.00369778081971516	0.00424156967070589	4.21527245284995e-08	7.8199178403459e-11	2.25785916509941e-11	7.18044711204194e-08	8.45081046316526e-31	0.055478920417528	2.55982874956730e-06	0.0442228227949102	0.00228443476068401	5.68282786128586e-06	0.0307792298326485	0.00244277311396776	0.00667313201940681	1.00834332445522e-113	7.24923351213623e-22	0.0116295495345924	0.0161103704964705	0.000131287338477840	5.72220137358773e-47	0.0263251666132466	0.000132866998439192	0.00905393358254072	8.2535944787084e-15	9.78667698050043e-12	1.48754813231994e-16	0.00708831186434315	0.00282686569448561	2.71086646878799e-06	0.000423467438714194	3.06278948227990e-08	5.4243573136774e-46	5.36904289070359e-08	0.00203389407069291	1.33728279644174e-05	6.09767779958385e-06	4.05143294914797e-14	2.42112480236331e-24	0.0811509514818281	2.74888536093953e-06	2.16841545967261e-06	0.0135630502597334	0.000321175188628598	6.01386520602285e-16	0.0336129778047317	2.64322484883966e-08	3.28223463597211e-05	0.00829481532623161	2.8976978388054e-05	0.000446882820296773	1.35653934926819e-40
D00547	8.45788192468854e-07	0.000380278727527694	1.84245744964885e-10	7.07665962255435e-11	0.0081647383360776	0.0196728658318292	0.000654556258491268	5.90803190380763e-07	1.3950573773816e-06	0.000592721492522935	0.000268414378438951	1.91119310807524e-05	1.75589680904550e-49	0.000293187006375582	4.13130144400910e-25	0.00181533694950755	0.000321103039644064	6.52069429420992e-10	0.0125260501934889	4.81134130776047e-05	3.68088398284929e-08	1.73552516457154e-06	0.0262083717258951	0.000196079946937260	0.00141287779288247	1.51993710977880e-05	0.000261198272689435	0.0149871130431065	0.0321597281885658	7.11612187852456e-10	0.458496835351688	0.530913123227408	1	0.155648529251751	0.0282853502966887	0.000153283796790609	2.39441620503254e-07	0.000325438379323613	0.00764237983408799	0.0190959975039229	0.012392071643861	4.88980062315327e-06	0.0133042961738606	6.07561726609532e-12	0.00915190882141225	0.042054077775252	0.0256610585781095	0.00793472035251192	0.00428609634305555	0.000722582571163604	6.09904352214166e-07	0.000383708836846882	6.46522861521911e-08	7.60803556412554e-31	0.0485715074867597	2.30454442797722e-06	0.0184059618173481	0.00257486706098905	0.000161457815678041	0.00232643248317827	0.00219916241254753	0.0441229617440746	2.19362974970199e-62	0.000211846972858725	0.000798620763745568	8.67942848115616e-10	0.000118192710561221	2.01619301663603e-15	3.93737140761838e-14	1.65517601509668e-07	0.00828813694459812	0.000345968336899034	2.39723501931733e-11	0.000578320638660188	0.0076295931217367	0.00254495055029285	2.44051959724995e-06	0.0150447937999516	0.000182936034572361	6.18102050632746e-122	0.000289954403972454	0.00194124813352886	0.000507439881823499	5.48957401896774e-06	0.000385970726573565	2.18069189225033e-24	0.0581018282174	0.000552762451964864	1.95216565819149e-06	0.0122104464636061	0.000544673707644558	7.04993124113466e-12	0.000524243155766980	2.37962353167657e-08	2.95490686392844e-05	0.00651388407924609	2.60451244807686e-05	0.00098575704007896	1.91054993735663e-22
D00549	0.017929838642986	5.33570876440795e-16	0.0215478467041818	3.89164536198532e-12	0.0177645978757884	0.013552592105412	0.0188275210626196	0.00605611525942594	0.016175349696358	0.0112105513159259	2.81181835705051e-08	5.29315407331078e-07	0.00569046172301817	0.00825075636237047	0.0100669369219881	0.000316825746458587	8.01995487240115e-11	5.32939902100446e-10	0.0220865687942996	0.0131717824537774	0.00771454315831542	0.00271661782090097	0.00186672247649635	0.000901347729994212	0.000631043120905113	0.00204392377563299	1.02294795313015e-15	0.00100151215604899	0.000234972472675591	2.16465234072559e-08	0.0868795386827158	0.103966280748609	0.155648529251751	1	0.146361774144331	0.00417243415441441	0.000139477557264719	3.30636158869022e-05	0.000801638799563568	0.0209206610212528	0.0241565977606466	0.0051221526313346	0.00204705335244408	9.11367176916298e-11	0.00155535728895990	0.0262733972495254	0.0307774128099498	0.00475905632001971	0.00116862492257660	0.00180271056196403	0.0150640109485495	0.000344598174734496	0.0067966089594674	0.000562544239787997	0.0134523679271012	0.00112284316614088	0.0205275859266111	0.00657102705978874	0.00453644553533532	0.0225915957498824	0.0212689762119576	0.0406965691096979	1.87526806663365e-11	0.000131085602711202	0.000111226705080456	0.000484372215495569	0.000300998707255461	5.52681637238118e-05	4.98110068675496e-05	0.0171169434747969	5.80361570360577e-06	5.31417251985382e-25	1.95926192673078e-11	0.00905794825405539	0.0202120401359772	8.55830434903192e-06	0.00379034631224586	0.0255085242608892	1.60993467337129e-07	8.54748198047406e-107	7.24151859859e-11	0.0166628245635122	1.44362525942684e-30	2.35063010705551e-26	9.64321325894133e-11	1.66306981346764e-07	0.0325535492718417	0.000550262412689993	0.00303188874687053	0.000197558441508193	0.036027663675614	4.73038767706625e-11	0.00208630092300963	1.38947375724497e-07	0.00266559306458923	0.0252589378645706	0.0315025142726652	0.0160754465716192	0.00624080689175513
D00550	0.000125590809240437	8.01888676883843e-16	0.0359050959983987	5.11580488159208e-05	0.0187235939419919	0.0452095237678963	0.0243260093374685	3.72887529480756e-05	0.023087904309102	0.0263745397718561	0.000189019707881946	4.74343645734447e-07	7.80353688399414e-05	0.0121623161139097	5.00743829958679e-05	0.0243908062662151	8.13101418697417e-05	0.00577196180259031	0.0312507104035280	0.0141088562997664	7.70427034213288e-09	0.00967752773197414	9.39506713257714e-05	0.000190540502498175	0.00721933536696285	5.80350028889449e-05	8.7182402556671e-08	0.000965682785173409	1.24319181686806e-06	9.18562881938073e-09	0.00114339382575854	0.000965703693597728	0.0282853502966887	0.146361774144331	1	0.00933561397164257	0.0141343429188015	8.59107159364489e-05	1.18449871264449e-05	0.0264038929419624	0.0223688939678118	0.0218713980869015	0.0606915628938149	2.28697373170417e-05	0.0070047592779827	0.0230889428626095	0.0200039521949894	0.000942025460965486	0.0204410459150694	0.000610814668239812	0.000292123005900199	4.60832183720401e-05	0.000170641506396096	0.00397648173249244	0.127507004477805	0.00642524870942345	0.0522598654742589	0.00900893774226717	9.74907178708985e-05	1.12840107904934e-05	0.000727656503672202	0.0357658145136353	6.08713518671011e-27	0.00030923100671259	0.00108599495564457	3.52568182772342e-10	4.86312760458954e-05	0.000646417215077541	7.50248616136083e-05	0.000911788457207187	0.000587045515344841	5.66560026662209e-14	2.01759045058472e-05	0.00652900645687698	0.00846694589185026	2.47822435180496e-16	4.29932225079669e-10	0.043187705963834	8.93675653355e-09	7.41684086489115e-89	0.0246442048426691	0.000483729519850088	1.34649088137361e-25	3.52516307478907e-26	0.00105311379129966	6.09243789604554e-08	0.0386596455103086	0.00519914730965012	3.43901735555056e-10	0.000350712244442629	0.0157937191637682	6.72886304124935e-06	0.0258333052773424	7.71295201859924e-09	3.41974801072684e-05	0.000161011792944318	3.01938852159431e-05	0.028983459378415	2.34673705666517e-22
D00552	1.21125692661427e-13	5.32527480054168e-09	1.26765025648373e-08	3.87189699964491e-11	0.00501969975968615	0.00282564720328041	0.0151144181643582	5.71482180672883e-10	2.88496257450798e-17	0.00396459430011926	8.0601564656934e-11	3.28150133952369e-10	3.34634250575222e-08	0.0611029907628345	2.96976384152746e-05	3.28068904907314e-11	0.00981708858776326	0.0244759599845257	0.00613261340515434	0.00716177968159485	0.00851051401591115	0.00391669425901396	0.0205070157370072	1.65363993245667e-08	0.00292037876046208	0.0030965950584997	6.01312695852524e-08	2.69075906423444e-05	3.38187374786458e-05	1.64225247980168e-17	3.98367342566271e-05	4.86020751428622e-06	0.000153283796790609	0.00417243415441441	0.00933561397164257	1	0.00137229159315528	1.14009590320443e-30	0.00118543938219025	0.0166609894937288	0.00666431932771398	4.06634573856815e-07	0.000429373095904158	3.7272488338687e-07	9.296233374316e-11	0.0134121033696156	0.000198575573031138	2.37231150861249e-10	0.00952077361512123	1.07529510875537e-10	9.09886933689486e-23	0.00470111286286595	0.00749773843047203	6.14685728895776e-05	4.78644449208909e-10	6.07670903976503e-05	0.00684160104461946	0.0227534905206103	0.167936518812512	0.114583053571669	0.0515535554960573	0.00475016970115901	1.46843729383821e-89	0.0142809324833829	0.00126548470859698	9.18827211042582e-28	5.17540557702789e-08	3.81012751673255e-36	6.36707940813588e-24	8.92808517557676e-31	2.89228736262892e-08	9.27040857768457e-05	1.00242692656862e-71	0.00278893316948896	0.000605741201858549	4.08179264928568e-07	1.47086991834550e-05	0.0334657068172828	1.52025250339004e-09	2.78163913021237e-07	8.7063421240985e-11	0.0456698061110558	1.73566028678704e-30	0.00804713685897365	0.000103423058201179	0.00821443305364644	0.115755154065377	0.000116096328610137	1.17654525105907e-05	0.000314473386098125	0.0103728382376397	0.000497629234906399	1.21738856297224e-08	5.2388868564386e-08	1.03439910030991e-05	0.00391546698335143	0.00190392732832633	0.0689091463875183	0.000568957765422986
D00560	0.0866428808413053	7.64177380121621e-07	0.00172409445525548	0.00108852302259234	0.0221470602911193	0.0216866557651786	0.0448868059679476	0.000637095725693638	0.000543309977023536	1.83030074317518e-07	0.000692887003472284	0.00325007163371776	1.09620244543111e-24	4.10493615633645e-09	2.18840938138377e-13	0.0230412532243982	9.48788249082878e-05	1.41214412879965e-13	0.000485846225546905	0.000989916054738118	2.72983542785405e-13	0.000118292312194764	0.00970781628009873	0.000789774183512156	0.00133106723306531	0.000879814064413817	1.43517349337775e-28	0.0104965535375117	0.00759548163609218	0.0182521825714683	2.55744902460866e-11	2.63329409269915e-07	2.39441620503254e-07	0.000139477557264719	0.0141343429188015	0.00137229159315528	1	0.00084008920067106	1.00311736966695e-11	1.61787525779092e-05	0.00611284123020616	0.000786566514841663	0.000505415015410003	0.000720973859924972	2.69020052457972e-06	9.0810501015635e-07	5.49961893894691e-05	0.00107738711334077	0.00607090828020057	1.97021105521003e-11	5.31569969408201e-24	1.45855494957565e-28	2.40497717975899e-13	2.58487195032800e-05	0.0425654111472928	1.32925085788132e-10	9.68689182582649e-05	0.00277213371352627	1.26767642924858e-10	1.11463520712588e-27	1.04937925449651e-27	4.28326932669153e-07	3.12270658948075e-62	5.14752147376667e-13	0.00452698291398932	0.0588810766450732	0.000354958213015316	4.20843611404007e-09	0.000254982472752274	0.000295042929909561	0.00237055021944414	2.14857694370419e-07	0.000111563111423249	0.0491017659026536	0.00180276844004988	3.09106816830283e-45	0.0311856750195448	1.01796072763905e-10	1.38579975850937e-24	2.49484544077244e-107	7.54839530470637e-13	2.83327986861097e-26	9.82598644660711e-13	8.75660232262408e-13	2.42796781117425e-13	9.99911827161592e-29	1.44463486165848e-09	0.000127025086520523	0.0249453451917684	0.000382666480420277	0.000168614290783154	5.4652752877584e-13	5.68070657891415e-05	1.72346211213802e-26	0.016995902975136	0.0258952058756903	0.0591757353323009	0.00109605421500160	2.71973081195738e-22
