hsa10369	hsa1080	hsa1134	hsa1135	hsa1136	hsa1137	hsa1138	hsa1139	hsa1140	hsa1141	hsa1144	hsa1145	hsa116443	hsa116444	hsa170572	hsa200909	hsa22953	hsa2554	hsa2555	hsa2556	hsa2557	hsa2558	hsa2559	hsa2560	hsa2561	hsa2562	hsa2563	hsa2564	hsa2566	hsa2567	hsa2569	hsa2570	hsa27092	hsa27133	hsa2741	hsa2742	hsa2743	hsa285242	hsa2890	hsa2891	hsa2892	hsa2893	hsa2895	hsa2897	hsa2899	hsa2900	hsa2901	hsa2902	hsa2903	hsa2904	hsa2905	hsa2906	hsa3359	hsa3708	hsa3710	hsa3736	hsa3737	hsa3738	hsa3739	hsa3741	hsa3743	hsa3744	hsa3746	hsa3747	hsa3752	hsa3756	hsa3757	hsa3758	hsa3763	hsa3767	hsa3776	hsa3778	hsa3780	hsa3781	hsa3782	hsa3783	hsa3784	hsa5023	hsa5024	hsa5025	hsa5026	hsa5027	hsa51802	hsa5310	hsa54207	hsa55503	hsa55515	hsa55584	hsa55799	hsa55800	hsa55879	hsa56659	hsa56660	hsa57053	hsa59284	hsa6261	hsa6262	hsa6263	hsa6323	hsa6324	hsa6326	hsa6328	hsa6329	hsa6330	hsa6331	hsa6332	hsa6334	hsa6335	hsa6336	hsa6337	hsa6338	hsa6339	hsa6340	hsa6530	hsa6531	hsa6532	hsa6833	hsa773	hsa774	hsa775	hsa776	hsa777	hsa778	hsa779	hsa781	hsa782	hsa783	hsa784	hsa785	hsa786	hsa8001	hsa83795	hsa8645	hsa8911	hsa8912	hsa8913	hsa8973	hsa8989	hsa9127	hsa9132	hsa9177	hsa9254	hsa9311	hsa9312	hsa93589	hsa9424
hsa2743	0.0213637323633614	0.0130295881254531	0.0975477810432252	0.0996005964337092	0.1148384818775	0.095477785308961	0.0922273285061733	0.090038130075704	0.110713824580979	0.0852248170832556	0.085830796747668	0.0892327185041132	0.0158171773367341	0.0174604407053891	0.102476395097572	0.0283826079422178	0.0199958846272357	0.25877032722722	0.271074749109748	0.247397075829388	0.255976919612305	0.244767779252493	0.283938943990056	0.334413623589755	0.313252759874115	0.319588609301124	0.28396138309355	0.226959585943363	0.260562538118459	0.25931184398676	0.298805433436911	0.289300803681013	0.0218987258199714	0.0148031040262418	0.430187968777932	0.450920284319613	1	0.0974907022323231	0.0144008989647601	0.0141744577414929	0.0129931669604198	0.0126850508990837	0.0129113119425731	0.0143180596771665	0.013746014214253	0.0130179585342722	0.0145973161503796	0.0151298274863123	0.014834229621121	0.0119575275026721	0.0117105567122998	0.0133567969349827	0.110359714120221	0.0108557498196079	0.00814600736805894	0.016501032192613	0.0167448792703194	0.0148075559513133	0.0172535658651929	0.0149125352056409	0.0186513779536341	0.0229608941551892	0.0155708915461177	0.0148696727403492	0.0178793624225131	0.0125316247502653	0.0112991766340171	0.0223497232297868	0.0189798682024131	0.0189733485291436	0.0195391734812468	0.0128247269252322	0.017216083172515	0.0176305660938776	0.0180194419248755	0.0158354778634503	0.014559272263694	0.0233095318959331	0.0171463296112188	0.0218843515952365	0.0205363268200687	0.0133364198806787	0.0184649940768869	0.00714937075893381	0.0212271342210738	0.0171465615792076	0.0182484900376986	0.107113016135689	0.0161415107789682	0.0306146576374281	0.232856458052383	0.0172498977050194	0.0218888249314734	0.097082083672111	0.022414682044422	0.00703752939718608	0.00690581368434627	0.00707855121567334	0.00923412514973385	0.0261930808220633	0.00956270334726186	0.0117725452404241	0.0100570482003969	0.025589202503177	0.00965086177170596	0.0138891227532456	0.0102706748845516	0.0092846808557967	0.00945045364537556	0.0180702032359261	0.0132485592052625	0.0129352324191886	0.0158626006602326	0.023670091300964	0.0203368661992733	0.0185849625611318	0.0139240231011465	0.00903276818157756	0.00907681165563148	0.00922643825900416	0.0102039263789918	0.0092686384234956	0.00938696567756268	0.0133512314117592	0.0158454045149796	0.0202068727218247	0.0145582338853438	0.0168733125008779	0.0151610753498428	0.0312249116273407	0.451574137277941	0.0243604309300998	0.0163388498196768	0.012693751631022	0.00790058525018122	0.00958999979852926	0.112175423514973	0.0136191239800579	0.021049158401954	0.0172484593434377	0.0891149292299006	0.0148963327527597	0.018727670253063	0.0171134769880129	0.0125747824805073	0.0238184572892272
hsa285242	0.017455712755179	0.0124887116109429	0.168826683347112	0.1878785040699	0.194217067113244	0.173394411375882	0.191256237779352	0.191723829464663	0.185596672893993	0.192592401159058	0.166797428491925	0.145260461118719	0.0136161217642236	0.0192596959964726	0.833659377682681	0.574244448241106	0.0192880138678865	0.0788878770744123	0.0768441560845256	0.0775297811928545	0.077932297592386	0.0748520158298477	0.084904441695593	0.0861922273591819	0.0869629236017312	0.0808894991724288	0.100108842621587	0.10154201025286	0.0893006398524423	0.0957876261672884	0.113688300906711	0.0990750043528454	0.0227961676961478	0.0126404810885796	0.0823360185845811	0.0840327386287435	0.0974907022323231	1	0.0110956736443059	0.0107919044571904	0.0137908547284195	0.0132148688390093	0.0146520480967462	0.0135973931011768	0.0153156636659345	0.0165569913108784	0.0159027491628477	0.0146669719885816	0.0117166160503356	0.0108112468682384	0.0147874822357739	0.0144686129481796	0.360051428906574	0.010188435258298	0.0086223854979758	0.0154487384927399	0.0160551454128689	0.0167324424166444	0.0145835273677635	0.0170957659113201	0.0190494040618384	0.0162087010715929	0.0169182756728982	0.023555340894515	0.014913079344645	0.0195750229296323	0.0138031093255936	0.0247944898084178	0.0212853852158018	0.0241239383849019	0.0188048293356782	0.0126467411907462	0.0185787709522617	0.0173520147552487	0.0184039823250111	0.0176779152262794	0.0160595693121352	0.018431198271097	0.017123076693679	0.0188222066100521	0.0179782099829205	0.0164071415318939	0.0171445842692494	0.00977517843385464	0.0172763518052157	0.0198091924059986	0.0189337583691108	0.208563596206773	0.0141308361893754	0.0211986330792317	0.0965400658633116	0.022214019916966	0.0260819290060429	0.217487083421094	0.0299010850123191	0.00696990295879006	0.00738380394700771	0.00689593537075517	0.0118763060343774	0.0230067622908108	0.011859654580603	0.0113164940755952	0.0133351488177516	0.0209082271268111	0.0121048594366158	0.0121049778170967	0.0115388396495404	0.011590111847182	0.0114070618003155	0.0240218699306778	0.0174403261233044	0.0168143490250549	0.0201013814510697	0.0204559539347104	0.0220109125534402	0.0174507994619281	0.0118509716761718	0.00987293584556596	0.0129467517400001	0.0107695237399339	0.0120759164128223	0.0115882209326829	0.0130735723570829	0.0105859591521304	0.0131344755993647	0.0161929657194272	0.0170834297143197	0.0214538172054938	0.0158287199407263	0.0252043835264029	0.079719952619271	0.0266262752357286	0.0170351826594127	0.0132928589104831	0.0126575469098515	0.0135861320333658	0.199894151545481	0.0136779309123528	0.0163970495680032	0.0193782014135126	0.276379885336466	0.0138517571334988	0.0174784171810339	0.0136230918004118	0.014219182060183	0.0229998367893667
hsa2890	0.0142495020976448	0.00802215672375118	0.014721524276305	0.0127432289160811	0.0105132711978288	0.0108349893762493	0.0135141045831611	0.0135425334530668	0.0139660642027757	0.0131791767436891	0.0173255931649467	0.0129221222204295	0.104495017968442	0.102312496683797	0.0156125558823381	0.0210345075856412	0.0137213524006033	0.0129257632090772	0.0144068123545242	0.0130414425934661	0.0140164875904552	0.014237692882962	0.0138685595201394	0.015051806800108	0.0161001205633156	0.0152555504124865	0.0154896323718104	0.0133965400858633	0.0136825265410892	0.0194511579465415	0.0167567092700017	0.0162580037351625	0.0146687603005591	0.0107908152732099	0.0214129263250888	0.0182135754322729	0.0144008989647601	0.0110956736443059	1	0.78671169712659	0.759016029221314	0.770126751148257	0.220610417797358	0.392055662589906	0.388226725595171	0.327657090762431	0.322200617013715	0.165531317230353	0.0985038167213383	0.101111567820663	0.117557725940882	0.101837613568204	0.0141014127538032	0.00804525617917983	0.0082323423743877	0.0168148834440422	0.0164618768625022	0.0175116407564384	0.0167550032470163	0.0162393241168497	0.0166914889264616	0.015765236307437	0.0176777981128843	0.0157428523375823	0.0198757414365387	0.0163892759135643	0.0110009825527874	0.0154211928096068	0.0143418907980733	0.0143482177958322	0.0186576825459086	0.0103238273712106	0.0154070150926884	0.0211433415668605	0.0175275292293845	0.0188318011709102	0.0125163502682644	0.0175534490701071	0.0144015382404248	0.0179258364137231	0.0163066985230645	0.0139270240250531	0.012938081374616	0.00581119025777511	0.0140109085752144	0.0131240479804875	0.0122360513962711	0.0117792716616755	0.0135006066278316	0.0223041378480334	0.0122312067388166	0.0163968625243722	0.0135182742602791	0.0118162886511691	0.0220358552468902	0.00505750489696045	0.00583764652831238	0.00573019527563299	0.00874442261299625	0.0205765471540368	0.0102507992099071	0.00833978516998185	0.0077148544867061	0.0212400153041085	0.00777970233867287	0.00919535302271014	0.00799223660732663	0.0086648726596149	0.00776783251916547	0.0157302005231539	0.0106913431428721	0.0130723257610328	0.0126266655234173	0.0139436692132872	0.0116974884154612	0.0142177222738964	0.00788269965932947	0.00763377608569309	0.00707481710020979	0.00830299960208976	0.00720208211945074	0.00793492453914576	0.00695673213514494	0.00794177571042532	0.0108921663501817	0.0145146427266689	0.0149212168657927	0.0193953630661634	0.014232211845925	0.0175423365159785	0.0216593964139475	0.0186871113784418	0.0221994884619454	0.007025786825526	0.00734766103443063	0.00733646641975847	0.0124825564921848	0.010934308709609	0.0134844411521494	0.0123568309150506	0.0134234891246194	0.0103806646968063	0.017468622992585	0.0152940760851628	0.00965207081136581	0.0147634828094411
hsa2891	0.0174425490086937	0.0122747150085142	0.0139443126715139	0.012263166807415	0.0120009451632191	0.0106013038922747	0.0167014238448595	0.0135631324745427	0.0142463316522794	0.0157265376288977	0.0128762459779502	0.0136983593257009	0.103004766911926	0.10682962321092	0.012416775876428	0.0146449964951228	0.0187555901075153	0.0139924084973363	0.0127908973602176	0.0135640011458959	0.013804740478122	0.0129096989406435	0.013602759875284	0.014030253808051	0.0140391988225446	0.0166167251114102	0.0198868039894493	0.0136653784692135	0.0142204456138428	0.0193123922355279	0.015252196360597	0.0139929738033438	0.0146447648251765	0.0099066263661504	0.0188763516866045	0.0175020326984285	0.0141744577414929	0.0107919044571904	0.78671169712659	1	0.825864289298926	0.834872093924333	0.221964769762634	0.382452801496091	0.392049828281757	0.326433673803006	0.321861388276928	0.163425042607897	0.0998824678298975	0.104177983345309	0.112351620938194	0.096996645155463	0.0143843963438486	0.0097593264684582	0.007501808601702	0.0192313894033388	0.0186006236125087	0.0157194927479387	0.0148423912603035	0.0154148489130489	0.0162283346902247	0.0165921363610305	0.0167802911663515	0.0149117204996262	0.0202746027963701	0.0122599926267388	0.00988183734416423	0.0183524383146087	0.0129416579053073	0.0146361542071343	0.0215886509816703	0.0115339560300339	0.016698461629558	0.0193866434211183	0.0159636314818288	0.0161472949864506	0.012327265734129	0.0142108787723721	0.020163492688354	0.0168343320503903	0.0171884018053833	0.0142065080261292	0.0139591264199598	0.00636367597371815	0.0145428141248253	0.0133874180610808	0.0118246749969431	0.0114932353232836	0.0123769477322892	0.0286358001849502	0.0104350243148162	0.0226792008416711	0.0151685111317292	0.0168747809269148	0.0197115341205284	0.005723262993603	0.00595479494463348	0.00535122788982793	0.00814425969705105	0.0281179720665674	0.00890739711757984	0.00876890420723102	0.0090701330203857	0.0220531519703768	0.00870380635416208	0.0095198812994263	0.00854084292625598	0.012218281923247	0.00844330331693882	0.0125764928710823	0.0106833250453486	0.0133346578931877	0.0148786833675412	0.0114705542304817	0.0114732987105378	0.0163159199257712	0.00804088768543667	0.00814636733529658	0.00733510082089544	0.00784685577032937	0.0075914987408022	0.0083357773353093	0.00658024076399288	0.00770273208309533	0.0112843530249996	0.0126907876383899	0.0138156688090151	0.0132764973687196	0.0140084230763437	0.0167521777571431	0.0191302155062387	0.0180928592912632	0.0200716887595448	0.00680236607308385	0.0069095564123629	0.00689902927709775	0.013497036480605	0.00857979665807664	0.0148338704540095	0.0117355078030255	0.0183484435413948	0.0105889812544624	0.0136695071070193	0.0180743220178844	0.00967601154246003	0.0140775948723738
hsa2892	0.0162849881612793	0.00853890797961794	0.0159054550297894	0.0135775602109829	0.0121160179966558	0.0111489125613207	0.0128413329697828	0.0144010884035296	0.0150892395346547	0.0130390470237244	0.0117305405568385	0.0145635958753561	0.0982797572731967	0.0982997769506168	0.0149430798266689	0.0164974938652375	0.016327098802502	0.0151622993465357	0.0129135447668525	0.013150907687775	0.0134030608112299	0.0122302064398925	0.0126402587531107	0.0141313774551387	0.0117836557843353	0.0153835999171842	0.0169661679398375	0.0147598177513379	0.0150990115894624	0.0169991673321218	0.0150776433730313	0.0138328319244592	0.0169949311321367	0.0116068153875279	0.0159945619176422	0.0149061072013707	0.0129931669604198	0.0137908547284195	0.759016029221314	0.825864289298926	1	0.832901338231215	0.216565554006466	0.383895279250637	0.381025826108234	0.324349856803937	0.333450399318923	0.154847241117578	0.0934180846884208	0.0961004761690431	0.107406056583487	0.0919543150755557	0.0199076847893763	0.00953800412047183	0.0078586980879472	0.0156714743420741	0.0183877497191108	0.0160104885321045	0.0166733275754776	0.0156933130970927	0.01683159117331	0.0148881947905827	0.0190641081805634	0.0176892768849364	0.0175929235501803	0.0115687890465215	0.0142391878573437	0.0155506326559399	0.019190321636833	0.0136005323937798	0.0207799602142846	0.0115672019981505	0.0157790911854635	0.0172482965675032	0.0151496990506621	0.015687282603789	0.0113157450405515	0.0146101728147677	0.0153766794490166	0.014059343916685	0.0158954519474774	0.0124583182276048	0.0155556556028313	0.00525673533722316	0.0131370365550424	0.0147046738157456	0.0114728786944304	0.012652804026295	0.0125799567305833	0.0283080792223134	0.0107641056087365	0.0142925267972658	0.0152675507096205	0.0121802584796667	0.0198278051781414	0.00621557105980422	0.00628984049978499	0.00634798324042709	0.0088178200948429	0.0234897273478007	0.00855022622939126	0.0090566929096866	0.00883447254396197	0.0221832353666066	0.008730728379202	0.00899574334635353	0.00690798901306037	0.00796663750813604	0.00821826398564747	0.0126469163507948	0.0121012148970506	0.0136214517465879	0.0133912344307333	0.0120196368577132	0.0115688329879485	0.0136650109121828	0.0125736578439208	0.00793470816744932	0.00701724641770752	0.00948084234472898	0.0071414915305552	0.0084792305183328	0.00841814927717012	0.00971515195139555	0.00892416785537218	0.0123132235896262	0.0134260720866501	0.0149259647009163	0.0143516718213665	0.018818702623378	0.0151822957935324	0.0178857964808828	0.0170437514806593	0.00732492001994031	0.00764087631757163	0.00739804603280949	0.0140978101613246	0.0083119734982333	0.0130643844332185	0.0122457125670065	0.0143483306362913	0.0106339516908013	0.0135130671263326	0.0184317072939591	0.0105721459633128	0.0139164845519571
hsa2893	0.016852739490445	0.00895068132248466	0.0137269976134896	0.0132792567128392	0.0150815955377714	0.0135447098727201	0.0143533767178883	0.0123627388120689	0.0142747438844792	0.0122353375376419	0.0134211983283204	0.0147570355644483	0.097363689147241	0.0985811131538197	0.0122232667065158	0.0167636763188491	0.0201167230136536	0.0135094526615423	0.0133952741449605	0.0146365181516019	0.0167443292886795	0.0137675501320111	0.0179436287780108	0.0138115994008946	0.0192964145448653	0.0153191738031358	0.0201132310384609	0.0156944788695432	0.0137395896235515	0.019792709539446	0.0155322399279172	0.018876715344051	0.0147299364785212	0.0157119367547155	0.0153966578736937	0.0174943381025985	0.0126850508990837	0.0132148688390093	0.770126751148257	0.834872093924333	0.832901338231215	1	0.21352334963487	0.379296533137506	0.382220027120643	0.320249624861447	0.319199049632891	0.150191104274546	0.0961179343074006	0.105763806660472	0.118523362422785	0.0953343942571178	0.014160222804446	0.0109173094352998	0.0079360084048797	0.0163733430740612	0.0185650581696119	0.0171157485708862	0.0159393601111037	0.0163070503433201	0.0162373165063278	0.0170874127555374	0.0172584256310755	0.0176151946560592	0.0188498204045144	0.010971751676773	0.010222469531234	0.0166325816067177	0.0163403946555964	0.0195949577223766	0.0220911055199075	0.0133288495365624	0.0152295315715803	0.0159832791281699	0.0138290647983806	0.0153475217855651	0.0121351515344979	0.0139894094165317	0.014178039183063	0.0171434250026044	0.0152830586860147	0.0124061431167528	0.0182388250235042	0.00600705604425533	0.0138225106305092	0.0154798390851051	0.0137960218307214	0.0149140660410677	0.0125272722008627	0.0220109995402715	0.0118355910051833	0.0142326700689034	0.0143891314669776	0.0139750029872951	0.019404339834079	0.00523730342451711	0.0058619924781799	0.00559200596966696	0.00992622494210907	0.0237812088671819	0.00826025637110425	0.00940528216168705	0.010110529825539	0.0213285969517419	0.0086941643171287	0.0099227845756025	0.00764339837308128	0.0099805698099065	0.00780022832459385	0.0123804945926152	0.0159943468867132	0.0126892825298879	0.013772370399135	0.0119692989329633	0.0117462728811114	0.0156154877750044	0.00777165498234175	0.00754768030299748	0.00768664421059437	0.00735672999349835	0.00662944192026776	0.00761124031343963	0.00901796203730569	0.00797489694727435	0.0095703931872044	0.0124930081338004	0.013369844047951	0.0117882575336968	0.0135393796375488	0.0183650925812707	0.0156491938845158	0.0178108912330784	0.0167190536998375	0.0081312877764289	0.00795473455139784	0.00897860828662991	0.0127853073921098	0.00810824147328752	0.0146026920880062	0.0121944278430998	0.0124011141383754	0.0109203362598862	0.0148982399069704	0.0185418067633571	0.0103607610434768	0.0138582026786815
hsa2895	0.0203778309420302	0.00984140917651958	0.0139320378565971	0.0143352750778085	0.0149241976824956	0.0136021522880012	0.0137731673789911	0.0116511581768522	0.0141611695953869	0.0138843735867659	0.0133513995987895	0.0182238078233114	0.091125664107387	0.088661624688092	0.017780427938633	0.0161147600328095	0.0142840535566189	0.0139800913449178	0.0154016000430345	0.0121000545618752	0.012349996357816	0.0127255893129374	0.0133772162304974	0.0162093814917984	0.0125334167647553	0.0127245103637741	0.0118788074093007	0.0122085503364218	0.0134373919633615	0.0176717093439814	0.0121985229831864	0.0129820378566368	0.0162450147447982	0.0156585917489233	0.0125090081246006	0.014738727725771	0.0129113119425731	0.0146520480967462	0.220610417797358	0.221964769762634	0.216565554006466	0.21352334963487	1	0.228326454018179	0.217008458382789	0.192597540015016	0.183089485227019	0.136150663430692	0.090446808605043	0.0822156804095362	0.0881066688538316	0.0858728111752935	0.0111614246916613	0.0084369189420355	0.00934902963490338	0.0132609452379491	0.0119838913487096	0.0132580206978982	0.0116837113074443	0.0123801330874788	0.0148090848501288	0.0108938059121946	0.0130120453059996	0.0131958976321535	0.0114949049590017	0.0144763278339103	0.00978946795409506	0.0135131338345183	0.0135727633758377	0.0133071760477563	0.0150217184847507	0.00883968738614892	0.017998134447647	0.016861909301532	0.0148103234622634	0.0173053121944642	0.0140916118418837	0.0134478840715061	0.0144309303985349	0.0199265661627342	0.013117371974813	0.0125423961365609	0.0141279663384563	0.00638918023379858	0.0113985442610868	0.0139974032756138	0.0107672345293474	0.013086280723629	0.0108358469203947	0.0178326297817051	0.0155740011907213	0.0136764680056369	0.013560914721066	0.0151586413971333	0.0176457901481311	0.00553413722950506	0.00658409447082583	0.00542289616261463	0.007196066444101	0.0187382346316389	0.0082638735846762	0.00995674135463433	0.010147322101663	0.0154346618897154	0.0087874906772728	0.00792292063918954	0.00744357106469627	0.00880314790068542	0.00783330869020663	0.0118690625124583	0.0113569246530804	0.00969083805005157	0.0111254172787021	0.0117060382220717	0.0166052626452838	0.0109323936845711	0.00868068766929684	0.0076689696234818	0.00647588696871	0.00797328084333625	0.0101101754340127	0.0072852292285923	0.0084989017180339	0.0104729390191898	0.00998591459427568	0.011991965122023	0.0121658029876051	0.0152155178280574	0.0134689662903782	0.0222531756415875	0.0124986863074087	0.0149872528090447	0.0116981784355322	0.00777595813830074	0.00717092104887066	0.00683454135808023	0.0148845583092194	0.00987032676274772	0.0167648412482574	0.0116941583537751	0.0144821197086381	0.0109155222741382	0.0129084035452054	0.00935507190683376	0.0103943732500046	0.0179202832158006
hsa2897	0.0176307086053479	0.0101915687377901	0.0143754684793756	0.015777642650347	0.0129415556900757	0.0145101168598036	0.0139531497897993	0.013219820313514	0.0131418480535612	0.0145867650933692	0.011812066255906	0.0120920370848255	0.107057360835851	0.099150838776189	0.0165751363033802	0.0165980232794932	0.0128238767887885	0.0136382304335129	0.0132629065286386	0.0122036926125417	0.0139358595790096	0.0117964936808384	0.0124629379796487	0.0152232443408563	0.0136838363945861	0.0143965510480848	0.0119486872921841	0.014552763263693	0.0136038195968966	0.0149557003583412	0.0143535051621471	0.0156593416423168	0.0214111113217266	0.011265179645829	0.0136674946407417	0.0152218934040126	0.0143180596771665	0.0135973931011768	0.392055662589906	0.382452801496091	0.383895279250637	0.379296533137506	0.228326454018179	1	0.816921362349229	0.413549818879209	0.424321109490457	0.17742800649991	0.102309382221829	0.102696530217111	0.100722036108274	0.0984185448765771	0.0191185857565418	0.00972848541328077	0.00851238637777407	0.0164648526018477	0.0173743932733915	0.0132322895735263	0.0127131591103033	0.012782178377159	0.0184106032140784	0.0144305370344283	0.0153790952801274	0.0138634600800314	0.0186635527874399	0.013035998998129	0.0106112023071034	0.0159003542082828	0.0128882956638517	0.0136950542877812	0.0141204207469567	0.00912394747080892	0.0138822893548915	0.0158253377126895	0.0122401852404772	0.0151958627113858	0.0128734671729726	0.0163443814900572	0.0154417301990489	0.015276617472456	0.0143213917959724	0.0138469106410652	0.0178112170438156	0.00696730141128861	0.0136859212062134	0.0122200740168038	0.0117387996686473	0.0142574940166187	0.0115539283352126	0.0183524161758972	0.0128241673213264	0.0140920275862988	0.012902891669613	0.0148812015286796	0.0212349708143708	0.007228342626028	0.0057245584736695	0.004894805882923	0.00844211794497852	0.0231602074619282	0.00981435753836485	0.00867451064574951	0.00819050805272424	0.0192323139216489	0.00686164974229681	0.00927891255361656	0.00769400001605454	0.00810826269462978	0.0111415921134851	0.0143716296344764	0.0138838760358109	0.0129971289170106	0.0136362764438261	0.0136398558851922	0.0134194617039628	0.0134733146540885	0.00983231866879182	0.00770663092248094	0.00761068736486954	0.00764823491214283	0.0071606530841228	0.00812478081690107	0.00804854044335575	0.00893164469226991	0.0096450328674338	0.0123695564082542	0.012324780983797	0.0119255040463797	0.0171293624686897	0.0181836148823296	0.0202217057906101	0.0188945249639941	0.0165538416062695	0.00864291778177253	0.00844686247784861	0.00740823723688859	0.0151411177068593	0.0105369055896587	0.014984152923334	0.01228574986154	0.0152147503755812	0.01130389902202	0.0135614220596743	0.0131662563759038	0.0112511258704461	0.0146785578057086
hsa2899	0.0209875300001615	0.00984626537311046	0.0148230973060607	0.0126060445076646	0.012133441722871	0.0118120566467155	0.0149111547315859	0.016076093170433	0.0140624248396373	0.0157431537938015	0.0119973548304052	0.0117804228011978	0.103038785573888	0.100016339728183	0.0138738570442279	0.0168446242525346	0.0173742569221853	0.0138304189737227	0.0134599568400068	0.0141658564427132	0.0148218442114328	0.0119978393902032	0.0153022522237012	0.0130927287120352	0.0146423790651433	0.013045039463322	0.0147945069182094	0.0127614958377588	0.011747558401475	0.0133409541642881	0.0147911766217071	0.0138213124817226	0.0172895198423053	0.0104967383224046	0.013075561857688	0.0146228995409147	0.013746014214253	0.0153156636659345	0.388226725595171	0.392049828281757	0.381025826108234	0.382220027120643	0.217008458382789	0.816921362349229	1	0.425150216195482	0.43841261807882	0.163749326498005	0.101648542240515	0.100741630195797	0.103023948489627	0.0985157958586377	0.019022191524687	0.00903413956054155	0.00760080432153092	0.0166338665406299	0.0195415922079078	0.0145514233758627	0.0117767114791122	0.0131639679572746	0.0170277941618789	0.0168332587626928	0.0172446098636646	0.015573376147604	0.0190063810928747	0.0111688458801418	0.0105577015561339	0.0175152059479639	0.0139146598809967	0.0158970058633317	0.0137737517887493	0.0111853254937086	0.0130978669629722	0.0138654823457037	0.0119720565326852	0.0161991926838553	0.0132355122904165	0.0140569610540253	0.0139671585002682	0.018858755652	0.0137114795160825	0.0164436303905082	0.0135371915939772	0.00549501509486577	0.0131305994926144	0.0138070664217187	0.0129537533438896	0.0164654389978788	0.00997418811907812	0.022064027592142	0.0156193989420675	0.0134711345914679	0.015512385676533	0.0158452014174431	0.017438906502336	0.00539392346756018	0.00561658886669112	0.00550883184228238	0.00940248529146273	0.0261158938251352	0.00788701394557043	0.00875769767897238	0.00866662253008924	0.0255137950431526	0.00868897769900441	0.0103182619248827	0.00865916918806425	0.00806738154556997	0.0113373584832785	0.0107243768541562	0.0107920896492631	0.0120694919645283	0.0131368085016485	0.0117912705117573	0.0122391517925606	0.0140646645338197	0.0109169762829048	0.00813248838773186	0.0084901713041711	0.00881755781498805	0.00866820213448008	0.00866960018092667	0.00963457736665298	0.00759869732292804	0.00942804550260056	0.0123071901901906	0.0118084686484025	0.012875195995095	0.0148199980227052	0.0195688273194695	0.0219488178810927	0.0187992604269955	0.0142244178726472	0.00942393528622004	0.00692784760056614	0.00725748731546004	0.0125951418609121	0.00832045987001549	0.0136008318461555	0.0113807850722672	0.0154036185696934	0.0138548839010789	0.0137297666746548	0.0129153680092338	0.0115236457010493	0.0155570204446682
hsa2900	0.0157003602816519	0.00967663704433494	0.0132898586730973	0.0130901284635325	0.0136278978825767	0.0111786155394737	0.0149069299288596	0.0165172820471264	0.0130927849164891	0.0152301867504618	0.0146781788001291	0.0197063377417964	0.0872625804695787	0.0909129064802349	0.0141493650109342	0.0168790270973838	0.0162745509950197	0.0133356971983084	0.0127093250236306	0.0159106417972605	0.0140966111541721	0.015892412055741	0.0137421962773725	0.013119468822576	0.0143901248148262	0.0130716821750845	0.0140203592912721	0.0135063867567675	0.013804013827295	0.0141196681751086	0.0165413739598373	0.0158059093008393	0.0169916614924591	0.0113649788205579	0.0136213182501381	0.0133444822435289	0.0130179585342722	0.0165569913108784	0.327657090762431	0.326433673803006	0.324349856803937	0.320249624861447	0.192597540015016	0.413549818879209	0.425150216195482	1	0.766713059067354	0.155939712475058	0.090776928539059	0.093074194430634	0.100175230737967	0.099734819858076	0.0162018854903355	0.00824432354293994	0.0076832846554675	0.0133750665633028	0.0132957248341133	0.012711765405544	0.0120024862623519	0.0133757318899508	0.013184714036652	0.0153268445032226	0.0121735744456495	0.0131186425505173	0.0171760415663069	0.0134549818415716	0.00877953731856478	0.0183240053270539	0.0176969844704818	0.0153441527068318	0.016785212846433	0.00955880718520963	0.0135743422256027	0.0122408550495933	0.0121715231894539	0.0156547828411824	0.0115389069377969	0.0127312790853927	0.0134520060004229	0.0146611155127114	0.0140037041741223	0.0117926840105136	0.0133039771619681	0.00564959558630564	0.0157720318555958	0.0121515247808924	0.0125218920005135	0.0171775793523517	0.0104669224848912	0.0171975881877338	0.0108100795098585	0.0170216462166328	0.0152451432289734	0.0137852486493637	0.0194455769121211	0.00537782473697794	0.00520885183103001	0.0055708528721068	0.0085012620836285	0.0230238915908074	0.00750507107331156	0.00773366690714238	0.00940718562341466	0.0306053363841309	0.0085392867542656	0.00747194898181513	0.0071533264194584	0.0080522805001615	0.00779942945359378	0.0128128722235551	0.011666783656689	0.0137678851549256	0.0177783820712729	0.014430506805569	0.0133404777132039	0.0151182094937752	0.00947487457038804	0.00799238446388632	0.00845666081025291	0.0106836802186426	0.00781868808226773	0.00921107358476469	0.00774703303489373	0.00873351639566856	0.0117474852040375	0.0123191503836608	0.012720904961878	0.0156306535569284	0.0148074285396271	0.0185059771895488	0.0138668725454607	0.015088237409599	0.0147151201314152	0.0108823597029116	0.00736657035702699	0.00679812368034826	0.016018791103941	0.00817711763324733	0.0156799573739861	0.0144987117930741	0.0161822671636259	0.00961143272966684	0.0139585185728214	0.0101542929249642	0.0103543954261798	0.024337606232537
