"","Var1","Var2","value"
"220","D00252","hsa10060",0.970216577008722
"221","D00274","hsa10060",0.856292343892614
"222","D00283","hsa10060",0.778113213615805
"223","D00293","hsa10060",0.76547944120515
"224","D00294","hsa10060",0.0340467312942127
"225","D00303","hsa10060",0.874407720537061
"226","D00319","hsa10060",0.839635550126908
"227","D00326","hsa10060",0.988300911091713
"228","D00329","hsa10060",0.772067773648722
"229","D00331","hsa10060",0.770881003554674
"230","D00332","hsa10060",0.893062297214354
"231","D00335","hsa10060",0.798559153533577
"232","D00336","hsa10060",0.811712371582981
"233","D00338","hsa10060",0.752203726273023
"234","D00340","hsa10060",0.790748925948302
"235","D00345","hsa10060",0.937349643581732
"236","D00349","hsa10060",0.913268644582846
"237","D00351","hsa10060",0.990952103414459
"238","D00354","hsa10060",0.789619001588923
"239","D00358","hsa10060",0.810883315666217
"240","D00364","hsa10060",0.840065162324492
"241","D00367","hsa10060",0.763575715944451
"242","D00373","hsa10060",0.883654868233875
"243","D00379","hsa10060",0.803572578927892
"244","D00380","hsa10060",0.791369595808534
"245","D00392","hsa10060",0.761673627761998
"246","D00394","hsa10060",0.747781659524256
"247","D00418","hsa10060",0.798716843295319
"248","D00437","hsa10060",0.968596518302023
"249","D00438","hsa10060",0.853519692541149
"250","D00451","hsa10060",0.748910556318976
"251","D00456","hsa10060",0.75921710063478
"252","D00464","hsa10060",0.743495968273614
"253","D00474","hsa10060",0.742180747759162
"254","D00477","hsa10060",0.778439331107449
"255","D00480","hsa10060",0.834759972595706
"256","D00495","hsa10060",0.77653423263955
"257","D00499","hsa10060",0.759758654515644
"258","D00504","hsa10060",0.7726833047412
"259","D00512","hsa10060",0.906324008234187
"260","D00513","hsa10060",0.744164176224784
"261","D00519","hsa10060",0.794593965368788
"262","D00521","hsa10060",0.837864945089667
"263","D00524","hsa10060",0.739354014071022
"264","D00528","hsa10060",0.797215585801999
"265","D00530","hsa10060",0.759057505555962
"266","D00533","hsa10060",0.779358549800556
"267","D00536","hsa10060",0.785028244008982
"268","D00537","hsa10060",0.757090645428186
"269","D00538","hsa10060",0.948603618478653
"270","D00539","hsa10060",0.775825058358985
"271","D00542","hsa10060",0.855573972642198
"272","D00543","hsa10060",0.779762057933252
"273","D00544","hsa10060",0.774368829341341
"274","D00545","hsa10060",0.766325709300454
"275","D00546","hsa10060",0.77468049367883
"276","D00547","hsa10060",0.766276371223882
"277","D00548","hsa10060",0.764248819161889
"278","D00549","hsa10060",0.760116677928622
"279","D00550","hsa10060",0.754039147991839
"280","D00552","hsa10060",0.970329582969342
"281","D00553","hsa10060",0.775559657163886
"282","D00560","hsa10060",0.832859566272691
"283","D00563","hsa10060",0.760261931313041
"284","D00574","hsa10060",0.769605809916929
"285","D00593","hsa10060",0.825255953586256
"286","D00594","hsa10060",0.865213684139105
"287","D00607","hsa10060",0.765046213209331
"288","D00611","hsa10060",0.779732466893294
"289","D00615","hsa10060",0.857545117965881
"290","D00616","hsa10060",0.855336302904084
"291","D00617","hsa10060",0.921713227207842
"292","D00618","hsa10060",0.898801085076105
"293","D00619","hsa10060",0.341993920216294
"294","D00629","hsa10060",0.90738550299534
"295","D00631","hsa10060",0.888295870341732
"296","D00633","hsa10060",0.774683367540102
"297","D00636","hsa10060",0.926509574401957
"298","D00638","hsa10060",0.943656210043476
"299","D00639","hsa10060",0.771611176805524
"300","D00640","hsa10060",0.847116265765283
"301","D00642","hsa10060",0.992960216053574
"302","D00647","hsa10060",0.968109236709491
"303","D00648","hsa10060",0.733314892575609
"304","D00649","hsa10060",0.811556591791601
"305","D00650","hsa10060",0.8305396385416
"306","D00651","hsa10060",0.813336010565902
"307","D00654","hsa10060",0.80013635988107
"308","D00656","hsa10060",0.797970776082338
"309","D00658","hsa10060",0.786880528132718
"310","D00677","hsa10060",0.755194123636194
"311","D00678","hsa10060",0.751599101681889
"312","D00694","hsa10060",0.774001057835711
"313","D00697","hsa10060",0.765788542575734
"314","D00704","hsa10060",0.756385397739967
"315","D00708","hsa10060",0.783412958264707
"316","D00709","hsa10060",0.77724609411178
"317","D00711","hsa10060",0.757624466441362
"318","D00726","hsa10060",0.751890924340962
"319","D00732","hsa10060",0.814405145838989
"320","D00733","hsa10060",0.826741336930595
"321","D00735","hsa10060",0.82915527876017
"322","D00738","hsa10060",0.78710509342553
"323","D00739","hsa10060",0.805813362941663
"324","D00740","hsa10060",0.837161883531027
"325","D00741","hsa10060",0.797131444432571
"326","D00759","hsa10060",0.756406336506458
"327","D00760","hsa10060",0.751560925837703
"328","D00761","hsa10060",0.748162049318531
"329","D00765","hsa10060",0.759950530197384
"330","D00771","hsa10060",0.809061942760181
"331","D00775","hsa10060",0.982806429682541
"332","D00779","hsa10060",0.767540433458024
"333","D00791","hsa10060",0.850162672676833
"334","D00798","hsa10060",0.898205014898583
"335","D00799","hsa10060",0.841055502484171
"336","D00809","hsa10060",0.871616453136871
"337","D00812","hsa10060",0.866471605560782
"338","D00816","hsa10060",0.825434759970128
"339","D00823","hsa10060",0.932906079460037
"340","D00831","hsa10060",0.840153068834958
"341","D00960","hsa10060",0.767100083217936
"342","D00963","hsa10060",0.762016762774888
"343","D00964","hsa10060",0.751384565150404
"344","D01071","hsa10060",0.763824033157252
"345","D01108","hsa10060",0.777980926294537
"346","D01111","hsa10060",0.810041598307755
"347","D01118","hsa10060",0.752638968825597
"348","D01242","hsa10060",0.832855771623162
"349","D01243","hsa10060",0.797835516204223
"350","D01253","hsa10060",0.7686580888897
"351","D01256","hsa10060",0.774737120957992
"352","D01275","hsa10060",0.834410921015808
"353","D01287","hsa10060",0.81772522736942
"354","D01295","hsa10060",0.960641527346278
"355","D01350","hsa10060",0.792831110022235
"356","D01448","hsa10060",0.822165472799099
"357","D01450","hsa10060",0.867815492864317
"358","D01453","hsa10060",0.808576970283459
"359","D01575","hsa10060",0.9334760786208
"360","D01599","hsa10060",0.776587881711136
"361","D01603","hsa10060",0.762633991042233
"362","D01712","hsa10060",0.830390967459703
"363","D01768","hsa10060",0.784233981469485
"364","D01799","hsa10060",0.765300456867575
"365","D01828","hsa10060",0.76407939595846
"366","D01854","hsa10060",0.766710065296473
"367","D01969","hsa10060",0.896802605698304
"368","D02041","hsa10060",0.74486570720081
"369","D02086","hsa10060",0.825854613511742
"370","D02087","hsa10060",0.795876623038733
"371","D02088","hsa10060",0.764639358933517
"372","D02092","hsa10060",0.850035527098635
"373","D02098","hsa10060",0.812783988418539
"374","D02101","hsa10060",0.737364672087349
"375","D02163","hsa10060",0.836512733950418
"376","D02173","hsa10060",0.763523832303609
"377","D02204","hsa10060",0.774536709324904
"378","D02207","hsa10060",0.8166242172089
"379","D02234","hsa10060",0.808447220300353
"380","D02237","hsa10060",0.75032487298514
"381","D02253","hsa10060",0.750412133199514
"382","D02261","hsa10060",0.945518151985111
"383","D02262","hsa10060",0.958609381365959
"384","D02272","hsa10060",0.990925192344475
"385","D02347","hsa10060",0.790995067889321
"386","D02356","hsa10060",2.6538847823478e-25
"387","D02360","hsa10060",0.772638534299227
"388","D02362","hsa10060",0.74734546452651
"389","D02409","hsa10060",0.830362250110308
"390","D02461","hsa10060",0.750984192516361
"391","D02485","hsa10060",0.885831568419933
"392","D02546","hsa10060",0.763737593363483
"393","D02566","hsa10060",0.739571053049044
"394","D02630","hsa10060",0.847586117324118
"395","D02914","hsa10060",0.84001218390722
"396","D03037","hsa10060",0.890060353094088
"397","D03180","hsa10060",0.763842317491666
"398","D03274","hsa10060",0.8722162742651
"399","D03365","hsa10060",0.753356687118911
"400","D03450","hsa10060",0.790373851662025
"401","D03580","hsa10060",0.755935977480458
"402","D03742","hsa10060",0.758793259954053
"403","D03826","hsa10060",0.764614212587158
"404","D03830","hsa10060",0.878745335685963
"405","D03878","hsa10060",0.789670524323767
"406","D03991","hsa10060",0.810210294811907
"407","D04034","hsa10060",0.864028710137137
"408","D04048","hsa10060",0.782639825292489
"409","D04370","hsa10060",0.753484894386937
"410","D04790","hsa10060",0.765491923953519
"411","D04985","hsa10060",0.755119859949067
"412","D04999","hsa10060",0.74131933907028
"413","D05024","hsa10060",0.972278229142454
"414","D05077","hsa10060",0.770758238182167
"415","D05156","hsa10060",0.783949061099477
"416","D05453","hsa10060",0.76945905374076
"417","D05458","hsa10060",0.758991662863199
"418","D05461","hsa10060",0.745042802577316
"419","D06106","hsa10060",0.76747270059006
"420","D06172","hsa10060",0.765853089280592
"421","D00035","hsa10369",0.760723488247752
"422","D00110","hsa10369",0.81820999585525
"423","D00136","hsa10369",0.767844616460816
"424","D00195","hsa10369",0.757884206665138
"425","D00219","hsa10369",0.801437596250632
"426","D00225","hsa10369",0.766911793043937
"427","D00227","hsa10369",0.665328375876467
"428","D00228","hsa10369",0.755933339260586
"429","D00234","hsa10369",0.845237717323584
"430","D00252","hsa10369",0.241878222860522
"431","D00274","hsa10369",0.890785416336942
"432","D00283","hsa10369",0.773428120088006
"433","D00293","hsa10369",0.762612027424861
"434","D00294","hsa10369",0.0311600816655758
"435","D00303","hsa10369",0.157302758457725
"436","D00319","hsa10369",0.00394969453431975
"437","D00326","hsa10369",0.980089284034465
"438","D00329","hsa10369",0.762910094775985
"439","D00331","hsa10369",0.767371042260849
"440","D00332","hsa10369",3.34357783157534e-08
"441","D00335","hsa10369",0.804781433089943
"442","D00336","hsa10369",0.799142920690911
"443","D00338","hsa10369",0.799621595116243
"444","D00340","hsa10369",0.818389085471565
"445","D00345","hsa10369",0.919423755715365
"446","D00349","hsa10369",8.90776055268558e-06
"447","D00351","hsa10369",0.984273735661354
"448","D00354","hsa10369",0.842381576705448
"449","D00358","hsa10369",0.866230602225019
"450","D00364","hsa10369",0.848824308182729
"451","D00367","hsa10369",0.766573503766546
"452","D00373","hsa10369",0.856952264993293
"453","D00379","hsa10369",0.795731313903895
"454","D00380","hsa10369",0.802507835888075
"455","D00392","hsa10369",0.818107026897526
"456","D00394","hsa10369",0.767111828532298
"457","D00418","hsa10369",0.792641590226531
"458","D00437","hsa10369",4.1125215954429e-33
"459","D00438","hsa10369",0.000143531353110543
"460","D00451","hsa10369",0.759446546320926
"461","D00456","hsa10369",0.759997555035946
"462","D00464","hsa10369",0.767954393510333
"463","D00474","hsa10369",0.765099927986045
"464","D00477","hsa10369",0.857439701419093
"465","D00480","hsa10369",0.818084616988692
"466","D00495","hsa10369",0.732139813291629
"467","D00499","hsa10369",0.790238258891475
"468","D00504","hsa10369",0.768144792420497
"469","D00512","hsa10369",9.48661292084351e-17
"470","D00513","hsa10369",0.762681125149521
"471","D00519","hsa10369",0.836480831539307
"472","D00521","hsa10369",0.860064310981628
"473","D00524","hsa10369",0.754966589807355
"474","D00528","hsa10369",0.895748775000087
"475","D00530","hsa10369",0.759727708909404
"476","D00533","hsa10369",0.870408479063425
"477","D00536","hsa10369",0.794525691996399
"478","D00537","hsa10369",0.757827593678952
"479","D00538","hsa10369",0.33488645522824
"480","D00539","hsa10369",0.533111181845464
"481","D00542","hsa10369",1.37908075779089e-14
"482","D00543","hsa10369",0.87973414487474
"483","D00544","hsa10369",0.826197017489935
"484","D00545","hsa10369",0.958698355267778
"485","D00546","hsa10369",0.82790854738307
"486","D00547","hsa10369",0.908053474298094
"487","D00548","hsa10369",0.778128895172188
"488","D00549","hsa10369",0.769014587127314
"489","D00550","hsa10369",0.771716310665599
"490","D00552","hsa10369",0.377151672504827
"491","D00553","hsa10369",0.83333368771451
"492","D00560","hsa10369",2.38966296910312e-17
"493","D00563","hsa10369",0.76587201557246
"494","D00574","hsa10369",0.793870077080944
"495","D00593","hsa10369",0.817735200736949
"496","D00594","hsa10369",0.868873074671408
"497","D00607","hsa10369",0.76329541038145
"498","D00611","hsa10369",0.762195998788388
"499","D00615","hsa10369",0.00738603775650823
"500","D00616","hsa10369",0.254509752164938
"501","D00617","hsa10369",0.0142648276923756
"502","D00618","hsa10369",4.02861534932314e-28
"503","D00619","hsa10369",0.165030230318389
"504","D00629","hsa10369",5.29267392254814e-41
"505","D00631","hsa10369",0.899130929850513
"506","D00633","hsa10369",0.766179255158725
"507","D00636","hsa10369",0.947655423003037
"508","D00638","hsa10369",0.979094263934119
"509","D00639","hsa10369",0.832434136758395
"510","D00640","hsa10369",0.916043362391407
"511","D00642","hsa10369",0.979901056550606
"512","D00647","hsa10369",0.992438837355468
"513","D00648","hsa10369",0.218394148275482
"514","D00649","hsa10369",0.751073870348622
"515","D00650","hsa10369",0.866292771558549
"516","D00651","hsa10369",0.835054363667701
"517","D00654","hsa10369",0.905308028031722
"518","D00656","hsa10369",0.869281408834284
"519","D00658","hsa10369",0.872873205484181
"520","D00677","hsa10369",0.751107558144964
"521","D00678","hsa10369",0.756044682243997
"522","D00694","hsa10369",0.783746104362147
"523","D00697","hsa10369",0.778649558021622
"524","D00704","hsa10369",0.787345733870891
"525","D00708","hsa10369",0.858084180332902
"526","D00709","hsa10369",0.963632326200502
"527","D00711","hsa10369",0.812873467367317
"528","D00726","hsa10369",0.756980863160651
"529","D00732","hsa10369",0.902255803643368
"530","D00733","hsa10369",0.937416402753339
"531","D00735","hsa10369",0.937884682454159
"532","D00738","hsa10369",0.907356476297159
"533","D00739","hsa10369",0.959647030343862
"534","D00740","hsa10369",0.598852959399539
"535","D00741","hsa10369",0.887771184534373
"536","D00759","hsa10369",0.750570972159221
"537","D00760","hsa10369",0.753944905760209
"538","D00761","hsa10369",0.737985183557818
"539","D00765","hsa10369",0.77604118417562
"540","D00771","hsa10369",0.84642633747776
"541","D00775","hsa10369",0.574385478665135
"542","D00779","hsa10369",0.766815283298244
"543","D00791","hsa10369",0.843353725095297
"544","D00798","hsa10369",0.886862147741867
"545","D00799","hsa10369",0.836674326886912
"546","D00809","hsa10369",0.867788619832071
"547","D00812","hsa10369",0.831459982380389
"548","D00816","hsa10369",0.837398150676634
"549","D00823","hsa10369",0.981505251366251
"550","D00831","hsa10369",0.887268324626765
"551","D00960","hsa10369",0.767496406581436
"552","D00963","hsa10369",0.752277466390963
"553","D00964","hsa10369",0.763124306342937
"554","D01071","hsa10369",0.758083255166192
"555","D01108","hsa10369",0.764779461383887
"556","D01111","hsa10369",0.829364165042021
"557","D01118","hsa10369",0.820272513222737
"558","D01242","hsa10369",0.841889876973912
"559","D01243","hsa10369",0.913500499288285
"560","D01253","hsa10369",0.779808226355158
"561","D01256","hsa10369",0.820963943125151
"562","D01275","hsa10369",0.360295148594117
"563","D01287","hsa10369",0.897585213454702
"564","D01295","hsa10369",4.09290028416635e-19
"565","D01350","hsa10369",0.835501888295908
"566","D01448","hsa10369",0.834793930962473
"567","D01450","hsa10369",0.93108256353558
"568","D01453","hsa10369",0.660144523233085
"569","D01575","hsa10369",0.926647479519851
"570","D01599","hsa10369",0.752166073623462
"571","D01603","hsa10369",0.767224870513221
"572","D01712","hsa10369",0.554754654965852
"573","D01768","hsa10369",0.850995575273717
"574","D01799","hsa10369",0.766271984387601
"575","D01828","hsa10369",0.747371269497099
"576","D01854","hsa10369",0.750223935561221
"577","D01969","hsa10369",0.378871346567378
"578","D02041","hsa10369",0.768154284773831
"579","D02086","hsa10369",0.870292669523679
"580","D02087","hsa10369",0.896145838274318
"581","D02088","hsa10369",0.832118093480465
"582","D02092","hsa10369",0.850356644960202
"583","D02098","hsa10369",0.872765290848938
"584","D02101","hsa10369",0.759309923610516
"585","D02163","hsa10369",0.845606844009471
"586","D02173","hsa10369",0.761723968940978
"587","D02204","hsa10369",0.785789296900894
"588","D02207","hsa10369",0.805423593533483
"589","D02234","hsa10369",0.819089618605379
"590","D02237","hsa10369",0.772905719428227
"591","D02253","hsa10369",0.753816847992159
"592","D02261","hsa10369",0.957014638385017
"593","D02262","hsa10369",0.973148724204252
"594","D02272","hsa10369",0.933442444091729
"595","D02347","hsa10369",0.628133691882224
"596","D02356","hsa10369",2.13865483318336e-34
"597","D02360","hsa10369",0.756747866840683
"598","D02362","hsa10369",0.744115508622751
"599","D02409","hsa10369",0.484101365604221
"600","D02461","hsa10369",0.760857077009739
"601","D02485","hsa10369",0.86374656359067
"602","D02546","hsa10369",0.784781898410774
"603","D02566","hsa10369",0.759940797938721
"604","D02630","hsa10369",0.0285999618683606
"605","D02914","hsa10369",0.00862964623610521
"606","D03037","hsa10369",0.899512410526307
"607","D03180","hsa10369",0.777363910108285
"608","D03274","hsa10369",0.889049859372482
"609","D03365","hsa10369",0.762487341396686
"610","D03450","hsa10369",0.843388366264185
"611","D03580","hsa10369",0.756634259080913
"612","D03742","hsa10369",0.822627074514407
"613","D03826","hsa10369",0.766397121350424
"614","D03830","hsa10369",0.429964926150289
"615","D03878","hsa10369",0.830949915773455
"616","D03991","hsa10369",0.887492738962212
"617","D04034","hsa10369",0.861306204693213
"618","D04048","hsa10369",0.873239287478737
"619","D04370","hsa10369",0.767501715388081
"620","D04790","hsa10369",0.751378712386278
"621","D04985","hsa10369",0.78512690033323
"622","D04999","hsa10369",0.766176082961425
"623","D05024","hsa10369",0.0103018388733681
"624","D05077","hsa10369",0.849623376700211
"625","D05156","hsa10369",0.792558963552902
"626","D05453","hsa10369",0.771436556037133
"627","D05458","hsa10369",0.769901868121029
"628","D05461","hsa10369",0.775420616059069
"629","D06106","hsa10369",0.763317002889544
"630","D06172","hsa10369",0.822360652950613
"631","D00035","hsa1080",0.774452469117159
"632","D00110","hsa1080",0.750817800355821
"633","D00136","hsa1080",0.764875510389798
"634","D00195","hsa1080",0.758015610209134
"635","D00219","hsa1080",0.0836588955684152
"636","D00225","hsa1080",0.766703851504356
"637","D00227","hsa1080",4.41610995883302e-34
"638","D00228","hsa1080",0.764803857173943
"639","D00234","hsa1080",0.770813220217533
"640","D00252","hsa1080",0.762931728356943
"641","D00274","hsa1080",0.762661782494312
"642","D00283","hsa1080",0.773839765917743
"643","D00293","hsa1080",0.764785638018979
"644","D00294","hsa1080",0.903026520106787
"645","D00303","hsa1080",0.755985886524317
"646","D00319","hsa1080",0.764182882396496
"647","D00326","hsa1080",0.761852019927933
"648","D00329","hsa1080",0.759268475140467
"649","D00331","hsa1080",0.75321365948481
"650","D00332","hsa1080",0.887988095319892
"651","D00335","hsa1080",0.260398500491627
"652","D00336","hsa1080",4.87540049538032e-26
"653","D00338","hsa1080",0.760297904823983
"654","D00340","hsa1080",0.752515097473913
"655","D00345","hsa1080",0.76986744594991
"656","D00349","hsa1080",0.761757598426304
"657","D00351","hsa1080",0.498189736771223
"658","D00354","hsa1080",0.781527304222587
"659","D00358","hsa1080",0.765558049635095
"660","D00364","hsa1080",0.755527688889047
"661","D00367","hsa1080",0.759853039768234
"662","D00373","hsa1080",0.756728154969124
