"","Var1","Var2","value"
"117","D01071","hsa10161",0.951878545004423
"118","D01103","hsa10161",0.765296741645578
"119","D01118","hsa10161",0.792295046783087
"120","D01126","hsa10161",0.775022516302356
"121","D01164","hsa10161",0.775096249558631
"122","D01227","hsa10161",0.788618035135817
"123","D01236","hsa10161",0.768047106065385
"124","D01242","hsa10161",0.77935383231371
"125","D01269","hsa10161",0.786051789620189
"126","D01295","hsa10161",0.792072922239453
"127","D01297","hsa10161",0.775835824974838
"128","D01324","hsa10161",0.782334600814547
"129","D01332","hsa10161",0.784747544369538
"130","D01346","hsa10161",0.784128342883901
"131","D01352","hsa10161",0.789586086567602
"132","D01358","hsa10161",0.777745712756528
"133","D01386","hsa10161",0.782508422061755
"134","D01390","hsa10161",0.778606476050826
"135","D01441","hsa10161",0.78930951996956
"136","D01454","hsa10161",0.766713759078055
"137","D01462","hsa10161",0.779777670550758
"138","D01603","hsa10161",0.79883932247405
"139","D01652","hsa10161",0.791608465522596
"140","D01692","hsa10161",0.794158239173421
"141","D01699","hsa10161",0.765887586670874
"142","D01712","hsa10161",0.00161162031187712
"143","D01713","hsa10161",0.789587253335014
"144","D01717","hsa10161",0.791783223977881
"145","D01745","hsa10161",0.788382802834866
"146","D01782","hsa10161",0.79087771061367
"147","D01828","hsa10161",0.777188993986845
"148","D01871","hsa10161",0.785010461962985
"149","D01891","hsa10161",0.784780348108416
"150","D01925","hsa10161",0.791483366960684
"151","D01964","hsa10161",0.787120214075273
"152","D01965","hsa10161",0.780297039297573
"153","D01973","hsa10161",0.778467681195256
"154","D01994","hsa10161",0.773249122273038
"155","D02007","hsa10161",0.775452321957305
"156","D02066","hsa10161",0.775986750200265
"157","D02070","hsa10161",0.765636421341706
"158","D02076","hsa10161",0.754266041190753
"159","D02082","hsa10161",0.775788523159381
"160","D02147","hsa10161",0.795616443278407
"161","D02149","hsa10161",0.792243785860669
"162","D02150","hsa10161",0.785027049551571
"163","D02234","hsa10161",0.797820753826344
"164","D02237","hsa10161",0.791309234266256
"165","D02250","hsa10161",0.789832618207273
"166","D02278","hsa10161",0.770586226931763
"167","D02279","hsa10161",0.785859926645245
"168","D02327","hsa10161",0.810397896992755
"169","D02338","hsa10161",0.792314948755366
"170","D02340","hsa10161",0.794576458479343
"171","D02342","hsa10161",0.782048846491171
"172","D02349","hsa10161",0.821767392988468
"173","D02354","hsa10161",0.776016777557555
"174","D02356","hsa10161",0.782096337375076
"175","D02357","hsa10161",0.8021592127666
"176","D02358","hsa10161",0.794630411516228
"177","D02359","hsa10161",0.774910488450258
"178","D02361","hsa10161",0.784856558977477
"179","D02374","hsa10161",0.792652653404097
"180","D02566","hsa10161",0.78020365709807
"181","D02578","hsa10161",0.792816372417551
"182","D02588","hsa10161",0.780920108785162
"183","D02614","hsa10161",0.785988153705643
"184","D02671","hsa10161",0.7815225480667
"185","D02721","hsa10161",0.789052786023859
"186","D02725","hsa10161",0.775327804141321
"187","D02826","hsa10161",0.767510205818196
"188","D02884","hsa10161",0.00202817278023348
"189","D02910","hsa10161",0.788405379705933
"190","D03165","hsa10161",0.781234593843664
"191","D03187","hsa10161",0.772799738897496
"192","D03210","hsa10161",0.779823970954675
"193","D03274","hsa10161",0.782333713621607
"194","D03365","hsa10161",0.784824752089773
"195","D03415","hsa10161",0.784199902252274
"196","D03442","hsa10161",0.783194238656462
"197","D03490","hsa10161",0.775646752560713
"198","D03503","hsa10161",0.789391553624667
"199","D03621","hsa10161",0.766101245778751
"200","D03642","hsa10161",0.767827778381569
"201","D03654","hsa10161",0.775636673160911
"202","D03858","hsa10161",0.771750179549891
"203","D03879","hsa10161",0.789316284333564
"204","D03880","hsa10161",0.782099861864366
"205","D03881","hsa10161",0.799392833431551
"206","D03966","hsa10161",0.787539780943986
"207","D04006","hsa10161",0.0027641133266341
"208","D04034","hsa10161",0.787417118807329
"209","D04040","hsa10161",0.792499156699479
"210","D04375","hsa10161",0.774843057836077
"211","D04625","hsa10161",0.777200879395217
"212","D04716","hsa10161",0.782582025566881
"213","D04979","hsa10161",0.782685507229389
"214","D05113","hsa10161",0.779165391141407
"215","D05129","hsa10161",0.792868001134116
"216","D05246","hsa10161",0.784149907035208
"217","D05312","hsa10161",0.807525690246165
"218","D05341","hsa10161",0.787813955725321
"219","D05740","hsa10161",0.784131731682048
"220","D05792","hsa10161",0.779866686278354
"221","D05938","hsa10161",0.788960921107771
"222","D06056","hsa10161",0.777426396280511
"223","D06396","hsa10161",0.771415567400573
"224","D00049","hsa10800",0.812877988213891
"225","D00059","hsa10800",0.801559827027287
"226","D00079","hsa10800",0.7891371118244
"227","D00094","hsa10800",0.792065805955381
"228","D00095","hsa10800",0.777275725126964
"229","D00106","hsa10800",0.793137053731893
"230","D00110","hsa10800",0.819106012708092
"231","D00113","hsa10800",0.787024773517815
"232","D00136","hsa10800",0.805380717973606
"233","D00139","hsa10800",0.787704346065382
"234","D00180","hsa10800",0.785090546978611
"235","D00225","hsa10800",0.779213395048463
"236","D00227","hsa10800",0.813758012033519
"237","D00232","hsa10800",0.793422286010786
"238","D00234","hsa10800",0.923629000541085
"239","D00235","hsa10800",0.775433998011724
"240","D00241","hsa10800",0.798972512744768
"241","D00255","hsa10800",0.78573049639743
"242","D00270","hsa10800",0.796570799651737
"243","D00274","hsa10800",0.793296486054318
"244","D00281","hsa10800",0.779892364967905
"245","D00283","hsa10800",0.818094698472704
"246","D00295","hsa10800",0.787908759715954
"247","D00300","hsa10800",0.920996160148028
"248","D00301","hsa10800",0.781601208143875
"249","D00306","hsa10800",0.783988151768124
"250","D00318","hsa10800",0.803474836156511
"251","D00332","hsa10800",0.795089729056602
"252","D00336","hsa10800",0.789903763421271
"253","D00356","hsa10800",0.783425180577872
"254","D00364","hsa10800",0.903517290946347
"255","D00371","hsa10800",0.791132611948613
"256","D00380","hsa10800",0.805836908205063
"257","D00394","hsa10800",0.785270812658289
"258","D00397","hsa10800",0.797877087050266
"259","D00400","hsa10800",0.776607570747644
"260","D00410","hsa10800",0.782041695249488
"261","D00411","hsa10800",0
"262","D00415","hsa10800",0.789600892894671
"263","D00419","hsa10800",0.784355869722264
"264","D00422","hsa10800",0.815529647048109
"265","D00426","hsa10800",0.803830712356283
"266","D00432","hsa10800",0.784880492036975
"267","D00437","hsa10800",0.789303652872265
"268","D00440","hsa10800",0.785505133250096
"269","D00442","hsa10800",0.781358186998228
"270","D00443","hsa10800",0.784633397775485
"271","D00451","hsa10800",0.785945492581834
"272","D00454","hsa10800",0.822573276912979
"273","D00465","hsa10800",0.793204582395698
"274","D00480","hsa10800",0.867869847400518
"275","D00483","hsa10800",0.77701443962519
"276","D00493","hsa10800",0.879601139501423
"277","D00494","hsa10800",0.883822752182678
"278","D00498","hsa10800",0.773549323957383
"279","D00499","hsa10800",0.79109515963379
"280","D00503","hsa10800",0.777677055136248
"281","D00509","hsa10800",0.795944987276613
"282","D00513","hsa10800",0.792632868483514
"283","D00514","hsa10800",0.777486109399642
"284","D00520","hsa10800",0.959490246116545
"285","D00521","hsa10800",0.934644335390574
"286","D00522","hsa10800",0.777756943419055
"287","D00523","hsa10800",0.796738735406456
"288","D00524","hsa10800",0.775745532641196
"289","D00525","hsa10800",0.805472139206046
"290","D00528","hsa10800",0.791853574844239
"291","D00540","hsa10800",0.81732776855476
"292","D00542","hsa10800",0.779658275470618
"293","D00559","hsa10800",0.793789942024467
"294","D00560","hsa10800",0.797580676679457
"295","D00563","hsa10800",0.794857124343145
"296","D00574","hsa10800",0.786225815932082
"297","D00598","hsa10800",0.802033309857859
"298","D00601","hsa10800",0.799542697824153
"299","D00604","hsa10800",0.783276752798565
"300","D00606","hsa10800",0.797458022748773
"301","D00607","hsa10800",0.781331653120446
"302","D00609","hsa10800",0.802674387003138
"303","D00613","hsa10800",0.78451324150957
"304","D00627","hsa10800",0.784037375556199
"305","D00632","hsa10800",0.780795383205653
"306","D00635","hsa10800",0.787307651778782
"307","D00645","hsa10800",0.795536604190827
"308","D00646","hsa10800",0.785194026693581
"309","D00665","hsa10800",0.857140781535327
"310","D00666","hsa10800",0.777633106130849
"311","D00673","hsa10800",0.831968988742299
"312","D00674","hsa10800",0.769481104060852
"313","D00675","hsa10800",0.791426152543975
"314","D00676","hsa10800",0.790857171303837
"315","D00682","hsa10800",0.812958789688201
"316","D00683","hsa10800",0.797066912183465
"317","D00684","hsa10800",0.79179324211376
"318","D00687","hsa10800",0.778258689077975
"319","D00688","hsa10800",0.801397392550075
"320","D00715","hsa10800",0.794518710478361
"321","D00726","hsa10800",0.79146170326812
"322","D00760","hsa10800",0.79611947919911
"323","D00765","hsa10800",0.789671803090574
"324","D00769","hsa10800",0.799757142900292
"325","D00775","hsa10800",0.792376104843196
"326","D00779","hsa10800",0.78719607987188
"327","D00780","hsa10800",0.795358549975237
"328","D00790","hsa10800",0.773771596539037
"329","D00837","hsa10800",0.790737820292035
"330","D00838","hsa10800",0.784990935413771
"331","D00845","hsa10800",0.775957244216559
"332","D00954","hsa10800",0.79685994089216
"333","D00965","hsa10800",0.8063992260409
"334","D00987","hsa10800",0.776377457825753
"335","D00996","hsa10800",0.790182542525204
"336","D01020","hsa10800",0.798945993503369
"337","D01022","hsa10800",0.786597247519591
"338","D01024","hsa10800",0.799629240439742
"339","D01051","hsa10800",0.798789506861829
"340","D01071","hsa10800",0.777060492465377
"341","D01103","hsa10800",0.801110598879724
"342","D01118","hsa10800",0.790395255503204
"343","D01126","hsa10800",0.822074636803479
"344","D01164","hsa10800",0.796819863353698
"345","D01227","hsa10800",0.794735389176124
"346","D01236","hsa10800",0.788017179769156
"347","D01242","hsa10800",0.878379825458066
"348","D01269","hsa10800",0.794581782150789
"349","D01295","hsa10800",0.857048234577154
"350","D01297","hsa10800",0.800205254718514
"351","D01324","hsa10800",0.927362452717404
"352","D01332","hsa10800",0.823080472169513
"353","D01346","hsa10800",0.79907999609652
"354","D01352","hsa10800",0.788375539975345
"355","D01358","hsa10800",0.778885992930039
"356","D01386","hsa10800",0.776025147231612
"357","D01390","hsa10800",0.793036817652957
"358","D01441","hsa10800",0.77267839725524
"359","D01454","hsa10800",0.790673446812836
"360","D01462","hsa10800",0.79746616797112
"361","D01603","hsa10800",0.771636880015604
"362","D01652","hsa10800",0.828458353809062
"363","D01692","hsa10800",0.780612151736151
"364","D01699","hsa10800",0.774627327335089
"365","D01712","hsa10800",0.795149798856098
"366","D01713","hsa10800",0.846230652105346
"367","D01717","hsa10800",0.975952690104727
"368","D01745","hsa10800",0.797275645396575
"369","D01782","hsa10800",0.858497129055239
"370","D01828","hsa10800",0
"371","D01871","hsa10800",0.796335400307225
"372","D01891","hsa10800",0.778413698753352
"373","D01925","hsa10800",0.808656928656367
"374","D01964","hsa10800",0.794502847899458
"375","D01965","hsa10800",0.807122311872606
"376","D01973","hsa10800",0.796156960054277
"377","D01994","hsa10800",0.791766789231071
"378","D02007","hsa10800",0.790788333776603
"379","D02066","hsa10800",0.770006586583782
"380","D02070","hsa10800",0.796080735276491
"381","D02076","hsa10800",0.783244050227666
"382","D02082","hsa10800",0.77655079345199
"383","D02147","hsa10800",0.803411290108511
"384","D02149","hsa10800",0.806402187132834
"385","D02150","hsa10800",0.774795935964326
"386","D02234","hsa10800",0.800460893890395
"387","D02237","hsa10800",0.791587944926974
"388","D02250","hsa10800",0.822559676621721
"389","D02278","hsa10800",0.792445752131958
"390","D02279","hsa10800",0.775680784092828
"391","D02327","hsa10800",0.974738338966181
"392","D02338","hsa10800",0.769615540067268
"393","D02340","hsa10800",0.809801581828731
"394","D02342","hsa10800",0.80113228348896
"395","D02349","hsa10800",0.794408198991552
"396","D02354","hsa10800",0.869308654881717
"397","D02356","hsa10800",0.787023768509092
"398","D02357","hsa10800",0.777000033809944
"399","D02358","hsa10800",0.789578129913562
"400","D02359","hsa10800",0.797981207937063
"401","D02361","hsa10800",0.851595683948163
"402","D02374","hsa10800",0.769032037155356
"403","D02566","hsa10800",0.886040533205022
"404","D02578","hsa10800",0.782828817913098
"405","D02588","hsa10800",0.803129074463351
"406","D02614","hsa10800",0.791734745006535
"407","D02671","hsa10800",0.795580703551176
"408","D02721","hsa10800",0.798051187620256
"409","D02725","hsa10800",0.795784642852546
"410","D02826","hsa10800",0.778688563332416
"411","D02884","hsa10800",0.790029244819309
"412","D02910","hsa10800",0.783608645211888
"413","D03165","hsa10800",0.778215665038481
"414","D03187","hsa10800",0.804662972557978
"415","D03210","hsa10800",0.816113898690707
"416","D03274","hsa10800",0.78611774782256
"417","D03365","hsa10800",0.775061223818822
"418","D03415","hsa10800",0.793358961352419
"419","D03442","hsa10800",0.779947800068003
"420","D03490","hsa10800",0.796800605364187
"421","D03503","hsa10800",0.775618821721033
"422","D03621","hsa10800",0.870827279045244
"423","D03642","hsa10800",0.775336382730079
"424","D03654","hsa10800",0.791793161910752
"425","D03858","hsa10800",0.829773917441806
"426","D03879","hsa10800",0.781751307269888
"427","D03880","hsa10800",0.790677563728058
"428","D03881","hsa10800",0.795075085292167
"429","D03966","hsa10800",0.793115362327331
"430","D04006","hsa10800",0.783505594787831
"431","D04034","hsa10800",0.785724725577361
"432","D04040","hsa10800",0.773866914636779
"433","D04375","hsa10800",0.797952141733284
"434","D04625","hsa10800",0.776039087257895
"435","D04716","hsa10800",0.795025112060225
"436","D04979","hsa10800",0.8923251299466
"437","D05113","hsa10800",0.785134163590589
"438","D05129","hsa10800",1.92080810787117e-307
"439","D05246","hsa10800",0.786219994197703
"440","D05312","hsa10800",0.794005369418675
"441","D05341","hsa10800",0.786075416213201
"442","D05740","hsa10800",0.827237286868974
"443","D05792","hsa10800",0.789507630055537
"444","D05938","hsa10800",0.799256489214834
"445","D06056","hsa10800",0.801357304216566
"446","D06396","hsa10800",0.792485712394134
"447","D00049","hsa11255",0.798223167637647
"448","D00059","hsa11255",0.936134559980876
"449","D00079","hsa11255",0.791732736006623
"450","D00094","hsa11255",0.790996289495581
"451","D00095","hsa11255",0.941532402383602
"452","D00106","hsa11255",0.805763226046344
"453","D00110","hsa11255",0.81353897368551
"454","D00113","hsa11255",0.29661658446869
"455","D00136","hsa11255",0.905520859456294
"456","D00139","hsa11255",0.796159551184269
"457","D00180","hsa11255",0.809381614302619
"458","D00225","hsa11255",0.795422241617995
"459","D00227","hsa11255",0.793743027701073
"460","D00232","hsa11255",0.73785832945065
"461","D00234","hsa11255",9.55678869572202e-87
"462","D00235","hsa11255",0.781271117336426
"463","D00241","hsa11255",0.784003008554068
"464","D00255","hsa11255",0.961516648112668
"465","D00270","hsa11255",0.94284730020034
"466","D00274","hsa11255",0.926381313098484
"467","D00281","hsa11255",0.97140905586626
"468","D00283","hsa11255",0.0221185654886106
"469","D00295","hsa11255",0.0157675678954427
"470","D00300","hsa11255",5.26438555696325e-97
"471","D00301","hsa11255",0.7923945707236
"472","D00306","hsa11255",0.801539896827086
"473","D00318","hsa11255",1.72944036979513e-102
"474","D00332","hsa11255",0.794767164750843
"475","D00336","hsa11255",0.793442455107987
"476","D00356","hsa11255",0.793396522788973
"477","D00364","hsa11255",0.0211823735391383
"478","D00371","hsa11255",0.779112255691508
"479","D00380","hsa11255",0.786583815336868
"480","D00394","hsa11255",0.789834611639418
"481","D00397","hsa11255",0.350916909097034
"482","D00400","hsa11255",0.795006398145811
"483","D00410","hsa11255",0.813566843732956
"484","D00411","hsa11255",0.808083016541414
"485","D00415","hsa11255",0.791267196495384
"486","D00419","hsa11255",0.771704309493289
"487","D00422","hsa11255",0.0521457646705772
"488","D00426","hsa11255",0.866023954981973
"489","D00432","hsa11255",0.782592550293546
"490","D00437","hsa11255",0.917480266925809
"491","D00440","hsa11255",0.0698895830089796
"492","D00442","hsa11255",0.791954122776552
"493","D00443","hsa11255",0.799583526006908
"494","D00451","hsa11255",0.880751949845325
"495","D00454","hsa11255",0.291609521716486
"496","D00465","hsa11255",0.915890780787491
"497","D00480","hsa11255",0.00790883382331516
"498","D00483","hsa11255",0.784130039338772
"499","D00493","hsa11255",0.328089130188999
"500","D00494","hsa11255",5.96607916899621e-32
"501","D00498","hsa11255",0.781968875859115
"502","D00499","hsa11255",0.780802623329319
"503","D00503","hsa11255",0.774697881328231
"504","D00509","hsa11255",0.976302683100935
"505","D00513","hsa11255",0.96404026182199
"506","D00514","hsa11255",0.803793821355446
"507","D00520","hsa11255",0.053631386960755
"508","D00521","hsa11255",0.0205961635695812
"509","D00522","hsa11255",0.792473225806115
"510","D00523","hsa11255",0.787801923976926
"511","D00524","hsa11255",0.995637144998796
"512","D00525","hsa11255",0.980911502420524
"513","D00528","hsa11255",0.790720650818647
"514","D00540","hsa11255",0.931323015042766
"515","D00542","hsa11255",0.801475718146524
"516","D00559","hsa11255",0.801573343724472
"517","D00560","hsa11255",0.895751521632898
"518","D00563","hsa11255",0.968149090552611
"519","D00574","hsa11255",0.78819454421334
"520","D00598","hsa11255",0.807881956808851
"521","D00601","hsa11255",0.783072334720334
"522","D00604","hsa11255",0.795458089215262
"523","D00606","hsa11255",0.77891092542538
"524","D00607","hsa11255",0.907893077276075
"525","D00609","hsa11255",0.922651632467029
"526","D00613","hsa11255",0.79983408852078
"527","D00627","hsa11255",0.788199534857143
"528","D00632","hsa11255",0.791890966000434
"529","D00635","hsa11255",0.796228429873057
"530","D00645","hsa11255",0.796893806789933
"531","D00646","hsa11255",0.772319173519971
"532","D00665","hsa11255",0.00502410680783987
"533","D00666","hsa11255",0.0598844911796395
"534","D00673","hsa11255",0.0261670433070418
"535","D00674","hsa11255",0.790669124758884
"536","D00675","hsa11255",0.79151608127213
"537","D00676","hsa11255",0.806159230347908
"538","D00682","hsa11255",0.790146607569957
"539","D00683","hsa11255",0.784361255277692
"540","D00684","hsa11255",0.799732428754194
"541","D00687","hsa11255",0.78214496785508
"542","D00688","hsa11255",0.795233419969836
"543","D00715","hsa11255",0.999779516086613
"544","D00726","hsa11255",0.911496901633757
"545","D00760","hsa11255",0.945323168478043
"546","D00765","hsa11255",0.987996201252431
"547","D00769","hsa11255",0.787813311431491
"548","D00775","hsa11255",0.792572478185433
"549","D00779","hsa11255",0.91461088792905
"550","D00780","hsa11255",0.988217783736884
"551","D00790","hsa11255",0.978355535010096
"552","D00837","hsa11255",0.78993012645527
"553","D00838","hsa11255",0.790302627145205
"554","D00845","hsa11255",0.78613237985814
"555","D00954","hsa11255",0.954151591413386
"556","D00965","hsa11255",0.853507366500475
"557","D00987","hsa11255",0.985564718914409
"558","D00996","hsa11255",0.940260875369387
"559","D01020","hsa11255",0.966239588631629
"560","D01022","hsa11255",0.969094638697556
"561","D01024","hsa11255",0.93003476795371
"562","D01051","hsa11255",0.941731101676839
"563","D01071","hsa11255",0.792584069984547
"564","D01103","hsa11255",0.974245519558393
"565","D01118","hsa11255",0.817381131819269
"566","D01126","hsa11255",0.796992972897669
"567","D01164","hsa11255",0.968931177946116
"568","D01227","hsa11255",0.798178126259213
"569","D01236","hsa11255",0.80217195564721
"570","D01242","hsa11255",0.0343635013728879
"571","D01269","hsa11255",0.903056619078746
"572","D01295","hsa11255",0.584076577154247
"573","D01297","hsa11255",0.892170637361117
"574","D01324","hsa11255",0.0128521345276455
"575","D01332","hsa11255",0.356648570808738
"576","D01346","hsa11255",0.792141328376964
"577","D01352","hsa11255",0.786068379890728
"578","D01358","hsa11255",0.782902287514995
"579","D01386","hsa11255",0.787333834462494
"580","D01390","hsa11255",0.816989030630131
"581","D01441","hsa11255",0.80127245658973
"582","D01454","hsa11255",0.794819936485479
"583","D01462","hsa11255",0.986000208663991
"584","D01603","hsa11255",0.989233102950935
"585","D01652","hsa11255",0.774792918404419
"586","D01692","hsa11255",0.767385446174226
"587","D01699","hsa11255",0.685628331366037
"588","D01712","hsa11255",0.808525509185425
"589","D01713","hsa11255",0.288335936470044
"590","D01717","hsa11255",0.357791384600723
"591","D01745","hsa11255",0.909140278807194
"592","D01782","hsa11255",0.0225862641428864
"593","D01828","hsa11255",0.803877752712189
"594","D01871","hsa11255",0.0943278248715474
"595","D01891","hsa11255",0.788218805939839
"596","D01925","hsa11255",0.817945851910638
"597","D01964","hsa11255",0.793755411938385
"598","D01965","hsa11255",0.818649477791965
"599","D01973","hsa11255",0.793666459509877
"600","D01994","hsa11255",0.807937487928901
"601","D02007","hsa11255",0.797785379407061
"602","D02066","hsa11255",0.79843347027919
"603","D02070","hsa11255",0.306130449029008
"604","D02076","hsa11255",0.794531264761148
"605","D02082","hsa11255",0.800537750803114
"606","D02147","hsa11255",0.789540673075949
"607","D02149","hsa11255",0.926244771636364
"608","D02150","hsa11255",0.795278123108436
"609","D02234","hsa11255",0.978270128787329
"610","D02237","hsa11255",0.863671064321295
"611","D02250","hsa11255",0.777522761723203
"612","D02278","hsa11255",0.788741188716825
"613","D02279","hsa11255",0.806428428660271
"614","D02327","hsa11255",0.138633845737797
"615","D02338","hsa11255",0.813136833925
"616","D02340","hsa11255",0.889174363705056
"617","D02342","hsa11255",0.811703341561843
"618","D02349","hsa11255",0.786369402946072
"619","D02354","hsa11255",0.121174427759763
"620","D02356","hsa11255",0.853494743582146
"621","D02357","hsa11255",0.966847800501213
"622","D02358","hsa11255",0.787469298328455
"623","D02359","hsa11255",0.796036297008555
"624","D02361","hsa11255",0.0293410180759644
"625","D02374","hsa11255",0.801538498749906
"626","D02566","hsa11255",2.0248126501218e-79
"627","D02578","hsa11255",0.781438114533951
"628","D02588","hsa11255",0.78795519857914
"629","D02614","hsa11255",0.77644297051298
"630","D02671","hsa11255",0.832064723638031
"631","D02721","hsa11255",0.81150713369967
"632","D02725","hsa11255",0.827427962241233
"633","D02826","hsa11255",0.784095821058634
"634","D02884","hsa11255",0.807846749677826
"635","D02910","hsa11255",0.783403176376074
"636","D03165","hsa11255",0.99138537016845
"637","D03187","hsa11255",0.786664392657987
"638","D03210","hsa11255",0.787388871567148
"639","D03274","hsa11255",0.790583838638609
"640","D03365","hsa11255",0.786066918217479
"641","D03415","hsa11255",0.809855917488871
"642","D03442","hsa11255",0.777519537601507
"643","D03490","hsa11255",0.798843312576657
"644","D03503","hsa11255",0.0297299581831311
"645","D03621","hsa11255",0.108086879734412
"646","D03642","hsa11255",0.785219727620948
"647","D03654","hsa11255",0.738145704207338
"648","D03858","hsa11255",0.620938498536031
"649","D03879","hsa11255",0.805439011149187
"650","D03880","hsa11255",0.809020230069245
"651","D03881","hsa11255",0.806039367922444
"652","D03966","hsa11255",0.802170684123692
"653","D04006","hsa11255",0.778248072033392
"654","D04034","hsa11255",0.802368670083431
"655","D04040","hsa11255",0.784844145553264
"656","D04375","hsa11255",0.785678473056324
"657","D04625","hsa11255",0.808328935373404
"658","D04716","hsa11255",0.79740178542036
"659","D04979","hsa11255",0.0262262058684297
"660","D05113","hsa11255",0.796857046105546
"661","D05129","hsa11255",0.774397681560813
"662","D05246","hsa11255",0.797220262995467
"663","D05312","hsa11255",0.789587093099028
"664","D05341","hsa11255",0.796912219838195
